logFC	AveExpr	t	P.Value	adj.P.Val	B	gene	nlogpval
SP140L	1.85422281094659	3.24684668045481	5.82239366840153	1.94422669159702e-06	7.30881863778053e-06	4.61787056503347	SP140L	5.13615281463653
NTAN1	1.46645350834779	3.42642638149449	5.8162090005215	1.97909239949637e-06	7.42834898458611e-06	4.50232075084726	NTAN1	5.12910770125431
AHRR	0.962029834371658	4.4019809789456	5.80912934324303	2.01977579248911e-06	7.5669680696318e-06	4.24235935885553	AHRR	5.12107809862289
RP5-1065J22.8	2.85530111283264	0.73515094149088	5.80022743935027	2.07212598941431e-06	7.7463072591605e-06	4.90843121515302	RP5-1065J22.8	5.11090528061208
MARCH6	0.869033639077164	6.5048737386382	5.79570810503811	2.09922298957355e-06	7.84275930744969e-06	3.97659990992206	MARCH6	5.10553111318708
ZNF425	3.18145400805014	1.02999895702278	5.78785187276927	2.14717775827766e-06	8.01449662335532e-06	4.83921799242585	ZNF425	5.09612374973708
CTA-363E6.7	1.29847828018832	3.0117772388942	5.77857292729275	2.20523694425507e-06	8.22613201677885e-06	4.39367757914115	CTA-363E6.7	5.08480432501181
NFKBIA	1.00109886779759	5.4839853255575	5.7770161564623	2.21513120305936e-06	8.2604938946753e-06	4.02038740302765	NFKBIA	5.08299398544964
DNAJB9	1.59342671838811	2.84990255673161	5.77513901399889	2.22712096745038e-06	8.30264658876066e-06	4.45583507923395	DNAJB9	5.08078344790328
NR2F2	3.69308575152421	-0.265885567915969	5.77247770327442	2.24423125458535e-06	8.36385660971277e-06	4.86067222571432	NR2F2	5.07759342135225
CLTC	0.68517024718527	8.16374555148564	5.76760445276564	2.27590582883437e-06	8.47146614417864e-06	3.89321781794747	CLTC	5.07204142045753
TXNIP	0.743717861130359	6.82413352134027	5.76513814977796	2.29210681085166e-06	8.52390427723292e-06	3.88722218195206	TXNIP	5.06936143602294
CYTH1	1.62514544516757	2.48391470264702	5.76476270179904	2.29458324617779e-06	8.53049212350151e-06	4.52733425286068	CYTH1	5.06902591369109
ERC1	1.76578102374551	3.64886983383212	5.76416658483969	2.29852072646788e-06	8.53988311666805e-06	4.31706453344092	ERC1	5.06854807335473
ZACN	1.53195455903645	3.16874644563652	5.76297199831599	2.30643167155858e-06	8.56664507597617e-06	4.37328429435657	ZACN	5.06718922594824
PLOD1	1.37964985628563	4.69360379443178	5.75829372519373	2.33767697393354e-06	8.68003346473451e-06	4.02757740315245	PLOD1	5.06147860045467
SLC22A18	1.63943201375479	2.76925123923626	5.75739598830807	2.34372124748971e-06	8.69980699873403e-06	4.41444818944042	SLC22A18	5.0604903819003
ITSN2	1.11410112862254	4.26969557249028	5.75300659430875	2.37350094214163e-06	8.7941625538444e-06	4.09087337137354	ITSN2	5.05580551101729
FAM129B	2.2654874267603	2.01350602696393	5.75210238101989	2.37968261062688e-06	8.81167052362177e-06	4.70752540552028	FAM129B	5.05494174988351
SERTAD2	1.12101221047026	5.02049604083595	5.74752480796558	2.41122635411769e-06	8.92028435071176e-06	3.95471028234153	SERTAD2	5.04962130145608
RP11-284F21.10	3.91996104682322	0.408833856843091	5.7456583124828	2.42420849306321e-06	8.96557059124631e-06	4.78735936930539	RP11-284F21.10	5.04742206563955
RASAL3	1.98957088347777	2.93041170496362	5.74499003610586	2.42887364382613e-06	8.97733658031154e-06	4.44653565665154	RASAL3	5.04685249184543
RP11-326I11.4	3.90749135270201	0.415166352297149	5.74409078453733	2.43516543871776e-06	8.99509675638695e-06	4.77273005238382	RP11-326I11.4	5.04599416077436
BRI3	1.37662128415981	5.05281847683951	5.74041495336116	2.46105484001435e-06	9.08518139689251e-06	3.90981467033583	BRI3	5.04166639704247
TMEM134	1.50395586497026	3.11578836361406	5.73542869168828	2.49661628196453e-06	9.21083952074779e-06	4.22801769765132	TMEM134	5.0357007842861
CHMP4A	0.852880569451871	5.55555015441315	5.73468283353338	2.50197985573796e-06	9.22781415247943e-06	3.85387426645442	CHMP4A	5.03490116072284
ATP6V1C1	1.07673423843144	5.92967789059083	5.7332625088092	2.51222564364237e-06	9.25713840247149e-06	3.82835544974372	ATP6V1C1	5.03352324313252
CRYBB1	1.45657070395052	5.86524996199832	5.73301736672293	2.51399828358982e-06	9.25957274691572e-06	4.00092743765896	CRYBB1	5.03340905197224
RAB9A	1.33777571650054	3.79181031020487	5.73295953339993	2.51441666361169e-06	9.25957274691572e-06	4.17858360595254	RAB9A	5.03340905197224
CTD-2357A8.3	2.61107792291789	2.69269665141402	5.73072807510672	2.53061308509646e-06	9.31354894852564e-06	4.60007012827219	CTD-2357A8.3	5.03088479860317
TMEM106A	2.63502501194066	2.31333989284666	5.72922758838598	2.54156283521737e-06	9.35100391272891e-06	4.56411261198689	TMEM106A	5.02914176128216
CSNK1D	1.08513603913602	4.92488143269818	5.7246445324515	2.575303071288e-06	9.46938391542268e-06	3.88739807171789	CSNK1D	5.02367827557286
ACP2	1.7555546948493	2.96285573619665	5.71903595935326	2.61720590108826e-06	9.60303475108217e-06	4.24034066231921	ACP2	5.01759149952568
RP11-59D5__B.2	1.68146432361643	3.92565045991278	5.71871711826569	2.61960849680373e-06	9.60893677472626e-06	4.228563638432	RP11-59D5__B.2	5.01732466419564
IFNGR1	0.984307336715764	5.26935182407538	5.71651213312992	2.63628468669242e-06	9.65547245570975e-06	3.88969995144025	IFNGR1	5.01522647073103
ISYNA1	2.2022882420976	2.29418780240657	5.71609159660023	2.6394772685855e-06	9.664240371302e-06	4.39052439259352	ISYNA1	5.0148322767122
BLZF1	1.34320961520396	4.60986529334068	5.71137172806402	2.67557649330391e-06	9.78457272453026e-06	3.96408617634458	BLZF1	5.00945813448532
KLHL5	1.10637970008713	4.10411312239011	5.70392453289365	2.7335463651852e-06	9.97847498193247e-06	3.93375689155792	KLHL5	5.00093582720355
RP11-802E16.3	1.75178684171186	2.15938359033433	5.70214078376397	2.7476175067794e-06	1.00268152742876e-05	4.32944152813471	RP11-802E16.3	4.99883698606554
DUSP23	1.62450590542271	2.90866408377997	5.70031296391268	2.76211175925476e-06	1.00766700026355e-05	4.19133777754325	DUSP23	4.99668296376488
ARFGEF1	0.998658825469261	5.33727019071522	5.69934640807567	2.76980736750235e-06	1.0101699503962e-05	3.77664887834751	ARFGEF1	4.99560555462313
LIMD2	2.44799435482611	1.84969432221938	5.69909385307542	2.77182172727709e-06	1.01060002174691e-05	4.55276810803969	LIMD2	4.99542069675229
COLQ	2.13223480611706	2.66087239332465	5.69235695795061	2.82610109709662e-06	1.028840233934e-05	4.36988801381815	COLQ	4.98765206052224
GCLC	1.82438321201464	3.03635729878089	5.6909081589676	2.8379128561254e-06	1.03252817286571e-05	4.23474776672306	GCLC	4.98609808964426
RP11-145A3.1	4.34825018477989	0.761767250775837	5.68979362696285	2.84703312875852e-06	1.03522625617864e-05	4.63640522996818	RP11-145A3.1	4.98496472163587
RP3-368A4.6	3.22355739980445	0.487399119078844	5.68978977636799	2.84706468933355e-06	1.03522625617864e-05	4.56727723127656	RP3-368A4.6	4.98496472163587
RASSF8	3.31145923563081	1.02891109718408	5.68581980300584	2.87979132617126e-06	1.04586899273705e-05	4.60144740815276	RASSF8	4.98052271249998
KCNMB1	3.99591547830467	0.993408819395481	5.68521358185135	2.88482187046193e-06	1.04738162179598e-05	4.61717288194767	KCNMB1	4.97989505084948
OSTN-AS1	4.18920213077235	-0.127412541099983	5.68318787727914	2.9016956591647e-06	1.05287613707802e-05	4.61794716735218	OSTN-AS1	4.97762271727375
CARD6	1.12731893881756	4.62445056843542	5.68244388088081	2.90791787860794e-06	1.05481757341231e-05	3.93779607526374	CARD6	4.97682264340987
OPTN	1.13342846261131	4.20683776710815	5.68109143466956	2.919263038402e-06	1.05829844301086e-05	3.88354849646993	OPTN	4.97539184281541
MXD4	2.00117859068243	2.3729927497819	5.67648129056656	2.95827077739526e-06	1.07147664403652e-05	4.33812477038026	MXD4	4.97001729123588
USP34	0.996348294970993	5.03311719101831	5.67419428003254	2.97781558497565e-06	1.07758810986215e-05	3.72361601194832	USP34	4.9675472092763
OSBPL2	1.22021547318987	3.19244561138486	5.66646330411184	3.04484944243644e-06	1.09852793403567e-05	4.0372377635635	OSBPL2	4.95918889509914
ZNF816-ZNF321P	1.83926726115634	2.52487576036633	5.66637011340815	3.04566665456545e-06	1.09852793403567e-05	4.30858438149977	ZNF816-ZNF321P	4.95918889509914
APH1B	1.10512216642458	5.63954253051396	5.66464093982949	3.06087021097596e-06	1.1033539000006e-05	3.66899664677147	APH1B	4.95728516556009
AGO2	0.91985957764023	5.06604914451501	5.66163011244943	3.08752460289364e-06	1.1122993515813e-05	3.67902285962409	AGO2	4.95377831595174
TMEM70	1.0406678996899	5.15984676789728	5.66091028536198	3.09393155737789e-06	1.11427576713779e-05	3.67905366065563	TMEM70	4.95300731425649
ID3	4.05664522035022	0.0771841851203922	5.6584966042762	3.11551253580452e-06	1.12171428728862e-05	4.55099287707617	ID3	4.95011774847675
BSDC1	1.08015166622878	4.08394329765036	5.6572022700686	3.12714748984063e-06	1.12556846444264e-05	3.80486178927461	BSDC1	4.94862808322648
KIR2DL4	2.13750368213132	2.55849210448189	5.65692087044321	3.12968279740232e-06	1.12592914126385e-05	4.27605181834644	KIR2DL4	4.9484889403252
JAK1	0.923274582608454	5.26154496844165	5.65688452153843	3.13001043815518e-06	1.12592914126385e-05	3.65055879237358	JAK1	4.9484889403252
RP11-106M3.2	1.95883299982473	1.20181205669197	5.65521254471815	3.14511853046417e-06	1.13069160241078e-05	4.38493236098597	RP11-106M3.2	4.94665583330186
ABCA10	4.21773696768144	-0.694928419399907	5.65459168132048	3.15074731156391e-06	1.13237877093065e-05	4.52740774216749	ABCA10	4.94600828108908
DNMBP	2.57659516548463	1.53062603265331	5.65114523182485	3.18217736717152e-06	1.14265662671046e-05	4.42578965581686	DNMBP	4.94208425738163
PUS10	1.78928568158521	2.28145997159591	5.65099333200048	3.18356984253703e-06	1.14281752193832e-05	4.13541825171901	PUS10	4.94202310953642
RGPD3	2.13670720915905	2.23861827638472	5.64917032709181	3.20032923638431e-06	1.14815250784128e-05	4.27249645295261	RGPD3	4.94000042124565
CHIC2	1.43306388485926	3.66929909942405	5.64811751077868	3.21004838005192e-06	1.15129802747505e-05	3.94757833590122	CHIC2	4.9388122394163
MMP7	4.18154299999815	0.0500879295157323	5.64728310048114	3.21777233398662e-06	1.15372631151325e-05	4.51757685680724	MMP7	4.93789720287584
RP11-734K2.4	3.6927095393254	0.605076183477433	5.64278944243749	3.25969101755558e-06	1.1673726251388e-05	4.50551498216775	RP11-734K2.4	4.93279049510206
CYP19A1	4.32494882458923	1.45701473468812	5.63093862863997	3.37288781502686e-06	1.20399160618407e-05	4.47174102731576	CYP19A1	4.9193765408196
ARMCX3	1.03964687429953	4.18760389709334	5.6261518688022	3.41972104028688e-06	1.21998951381225e-05	3.73353568434836	ARMCX3	4.9136439022048
C12orf23	1.14059082066637	3.95018555055744	5.62600865698024	3.42113222103061e-06	1.22013324511322e-05	3.79401595691529	C12orf23	4.913592739442
RP11-471B22.2	1.54238041601204	2.5623423093205	5.62292474105024	3.45166269740045e-06	1.2295722785176e-05	4.12330761187161	RP11-471B22.2	4.9102459368409
LINC00680	1.68700839089775	2.73402236553088	5.62243975167425	3.45648886356365e-06	1.23092912707427e-05	4.09963135809333	LINC00680	4.90976695162323
CCDC107	1.7024905769766	2.49201635205139	5.61516538087565	3.52969448524972e-06	1.25478357714474e-05	4.14985243478763	CCDC107	4.90143117406904
EMC3	0.869804110356696	6.79582059967904	5.60738344857605	3.60973121042135e-06	1.28097822220847e-05	3.43870453715466	EMC3	4.89245825359262
USP9X	0.828807820211977	5.27287979363305	5.60500520522368	3.63455270844077e-06	1.28824011472709e-05	3.51356367971539	USP9X	4.89000318140013
HIST1H2BK	1.84800494027479	2.70520579361221	5.60491307323743	3.63551771902571e-06	1.28824011472709e-05	4.02971247159339	HIST1H2BK	4.89000318140013
DCBLD1	1.46452686006073	3.34078520089768	5.60322444154712	3.65325042032657e-06	1.29402814469386e-05	3.89785720401039	DCBLD1	4.8880562778
PLA2G2C	3.56976288669502	0.549300073767514	5.60182722345413	3.6679885101145e-06	1.29784587604958e-05	4.39036583647804	PLA2G2C	4.88677687853368
FGFR1OP2	0.962781128866559	5.40074918373171	5.60159372353467	3.67045731713187e-06	1.2983397835315e-05	3.49298377308153	FGFR1OP2	4.8866116351153
FRMD6	3.13494246664514	0.137946846942241	5.59244269265387	3.76853592801147e-06	1.32953508060836e-05	4.32523747793152	FRMD6	4.87630019905176
ICOSLG	2.55906871693673	0.745994353108791	5.58319632886458	3.87030706621638e-06	1.364644108633e-05	4.27387722611374	ICOSLG	4.86498059537011
LACTB	1.27009107041982	3.91164019183415	5.57043580439334	4.01530065239877e-06	1.41083487789424e-05	3.73031447276383	LACTB	4.85052381247933
LGR4	1.26412508405336	3.12901974492282	5.56890525487573	4.03305376906398e-06	1.41666135441054e-05	3.74916266081034	LGR4	4.84873395320195
INPP5B	1.26142950260843	2.88023443621889	5.56647923365279	4.06135504908615e-06	1.42514615507544e-05	3.72594319534277	INPP5B	4.84614059454118
LAMP1	0.967738891621712	6.36866209788999	5.56647243337502	4.0614346585024e-06	1.42514615507544e-05	3.32186494071445	LAMP1	4.84614059454118
DYNLT1	1.06143123040542	7.73004912118852	5.56588368464814	4.06833295207146e-06	1.42698252327585e-05	3.31194912897212	DYNLT1	4.8455813458001
DOT1L	2.1338013573039	1.98358641783271	5.56168774707899	4.11783770267162e-06	1.44309163162552e-05	4.02284091526624	DOT1L	4.84070609174374
IL1A	3.95806359809945	-0.287724962343318	5.55727921330632	4.17050168428972e-06	1.46070161741215e-05	4.27353090004965	IL1A	4.83543848984666
IL18	1.36141821741516	4.64210135212805	5.55539284679001	4.19324190870567e-06	1.46654394038287e-05	3.69960017898199	IL18	4.83370492021843
RP1-257A7.5	2.49248395311267	1.50241511679389	5.55268150578895	4.22614521395669e-06	1.47719766707366e-05	4.14794396097174	RP1-257A7.5	4.83056138689828
ZNF260	1.28939783972827	3.5759058501557	5.55023622583496	4.2560417413949e-06	1.4872180511874e-05	3.66192702108665	ZNF260	4.82762535193203
RP11-111A22.1	1.01358022219445	4.5936396803095	5.54208716455585	4.35721348819619e-06	1.51993774634367e-05	3.46024744131395	RP11-111A22.1	4.81817419953753
FAM3C2	2.98545549463596	1.31295886328068	5.5399973433463	4.38354517021986e-06	1.52859729270809e-05	4.13044413963651	FAM3C2	4.8157069139274
CTD-2562J17.7	1.33674078428288	2.36363844547173	5.5371509224991	4.41966683132245e-06	1.53906153455634e-05	3.79043478372376	CTD-2562J17.7	4.8127440159164
CYSLTR2	4.57665212853184	-0.15399041607849	5.53469420292472	4.4510829649294e-06	1.54911000743775e-05	4.20913991560369	CYSLTR2	4.80991774045461
POLR2L	0.893524682193453	7.73976605135223	5.53446887102929	4.45397565876767e-06	1.54967105942345e-05	3.22152781852922	POLR2L	4.8097604774671
DDI2	0.924799258416303	4.12205084713044	5.53376396449863	4.46303705920129e-06	1.55148553442674e-05	3.39212826673142	DDI2	4.80925226928892
ZNF561	1.21079945149309	3.99967855795604	5.53281446140299	4.47527191130526e-06	1.55529194137579e-05	3.5730036882461	ZNF561	4.8081880782589
MIR181A1HG	1.87207778011736	2.78737265329071	5.53021580533601	4.50892920829543e-06	1.56645081380421e-05	3.80986970505016	MIR181A1HG	4.80508323731517
HIPK2	0.849584958250858	6.42086878875113	5.5265496702472	4.55684430192332e-06	1.58091665417357e-05	3.21014099974915	HIPK2	4.80109102544201
MGST3	1.07762476472553	8.90988856495474	5.52394212011025	4.59123440922183e-06	1.59163703287055e-05	3.19261049408193	MGST3	4.7981559646097
TRIP11	0.959529324071058	5.30714373248988	5.52231117916756	4.6128764870381e-06	1.59806522672912e-05	3.26159753675107	TRIP11	4.79640549846983
ZNF846	2.41142800301263	0.948493189907924	5.5193581507555	4.65232281485285e-06	1.61126955874454e-05	4.0572156690324	ZNF846	4.79283179782891
EEPD1	1.81284189961036	2.65569171823448	5.51768201158816	4.67486280946809e-06	1.61768701336498e-05	3.84114709015552	EEPD1	4.79110550096677
FBXW5	1.0820446378225	4.55422286961057	5.51698783563502	4.68422981459237e-06	1.61996277481734e-05	3.38620466605987	FBXW5	4.79049496501117
SUSD1	1.17470643807768	3.17894125654793	5.51597235398523	4.69796632686463e-06	1.62336066594486e-05	3.58928226565893	SUSD1	4.78958498120374
CTD-2228K2.7	2.15249810100256	1.68736438495958	5.51357155880551	4.73060290028244e-06	1.63417144437105e-05	3.85042115006083	CTD-2228K2.7	4.78670238266381
BBS4	1.25592882935104	3.52576972331144	5.51174550057221	4.75557855032714e-06	1.64186179850239e-05	3.55849702560179	BBS4	4.78466340182912
LDLRAP1	2.13232524127246	1.22686241814052	5.51007576588456	4.7785317788963e-06	1.64884553910533e-05	3.9732711154422	LDLRAP1	4.78282002637862
BTN2A2	2.30107870965379	2.03474108151765	5.50961862822113	4.78483522295196e-06	1.65054991542023e-05	3.92213701115042	BTN2A2	4.78237133733562
STX3	1.14501714490252	3.84174891882659	5.5078049312096	4.80992642303144e-06	1.65873239227995e-05	3.48940038491612	STX3	4.78022367421115
RN7SKP203	1.52508640800701	4.0732798132403	5.50704486421882	4.82048058182182e-06	1.66189844788108e-05	3.63659213788356	RN7SKP203	4.77939551777955
TBL2	1.20688868106817	3.90508323785747	5.50505997430656	4.84815201129775e-06	1.67001103013704e-05	3.39542476862123	TBL2	4.77728066040222
RAD51B	1.47428419092155	2.46756358315094	5.5025869967239	4.88285075132084e-06	1.68148483044205e-05	3.61827937701615	RAD51B	4.77430704633033
RP11-343H19.2	0.996288315867299	7.70309528609253	5.49920824058068	4.93066133485566e-06	1.69650079081855e-05	3.1209657095116	RP11-343H19.2	4.7704459335738
DYRK1A	1.11715794617319	4.07819269725338	5.49620012362059	4.97362192797375e-06	1.71030971726088e-05	3.38260288309264	DYRK1A	4.76692523679051
AP000476.1	1.45769319570066	3.61465276965275	5.49456420750455	4.99714263714617e-06	1.71790974579846e-05	3.53829198382085	AP000476.1	4.76499965653
FAM200B	0.902126590287454	4.61576946815652	5.48478499283767	5.14008860658955e-06	1.76254497671692e-05	3.28063089387262	FAM200B	4.75385979184536
RP1-256G22.2	4.70238970430311	0.167785761032684	5.48247908445139	5.17438758703975e-06	1.77330116654682e-05	4.07419420197106	RP1-256G22.2	4.75121750023547
TFE3	1.88987969465823	2.53348024236243	5.48076447637209	5.20003992689268e-06	1.78127525943556e-05	3.77465509414966	TFE3	4.74926896407579
XIAP	1.13654526698618	4.19984644830564	5.47290774399259	5.31922447079945e-06	1.81881704778593e-05	3.26876097322794	XIAP	4.74021098380239
KAT7	0.931013545899733	3.9176007338106	5.47213354640379	5.33111598741671e-06	1.82236820801496e-05	3.30728672267749	KAT7	4.73936386965002
RGPD5	1.91556096639971	2.10005201124605	5.467174418161	5.40792152127358e-06	1.84549515874031e-05	3.7838590889619	RGPD5	4.73388708974501
CIRBP	1.11092964902917	4.80590457830508	5.46667049474032	5.41578792988278e-06	1.84765857737557e-05	3.1207866936823	CIRBP	4.73337827752113
GTF2B	0.863837899950919	6.40548758879859	5.46500848725274	5.44181375927686e-06	1.85549135815749e-05	3.03489399908934	GTF2B	4.73154106401164
CASP4	0.960147443375195	7.04719109842598	5.45853094298144	5.54444887054362e-06	1.88517493066728e-05	3.00704971986262	CASP4	4.72464834418572
ACADVL	0.882391910223197	5.80841944912529	5.45794770470768	5.55378477253999e-06	1.88781880709288e-05	3.02440213935979	ACADVL	4.7240396916354
OSER1-AS1	2.08286196672018	0.506224574945695	5.45461454050439	5.60744176182127e-06	1.90498744412687e-05	3.82345871345222	OSER1-AS1	4.72010788243686
FAM117A	1.80804932027267	2.23473104750221	5.45339475913037	5.62720723712207e-06	1.91009354211541e-05	3.58240174225234	FAM117A	4.71894536373145
MGEA5	0.909609093274577	5.31002199182411	5.4513717441079	5.660142391902e-06	1.91965759765712e-05	3.04741032386671	MGEA5	4.7167762279158
