Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
WikiPathways,27,WP1541,Energy metabolism,,-4.9,8.8,7,30242,48,500,7,1.4,0.53,1432|2033|4208|4209|4899|7019|10514,MAPK14|EP300|MEF2C|MEF2D|NRF1|TFAM|MYBBP1A,-3.3,MyList
GO Biological Processes,19,GO:0043488,regulation of mRNA stability,19_GO:0048519 negative regulation of biological process,-4.9,4.6,5.9,30242,158,500,12,2.4,0.68,1432|1869|4848|4849|4869|23019|23404|51010|51441|56339|56915|57721,MAPK14|E2F1|CNOT2|CNOT3|NPM1|CNOT1|EXOSC2|EXOSC3|YTHDF2|METTL3|EXOSC5|METTL14,-3.2,MyList
GO Biological Processes,19,GO:0061014,positive regulation of mRNA catabolic process,19_GO:0048519 negative regulation of biological process,-4.9,6.3,6.4,30242,87,500,9,1.8,0.59,4848|4849|23019|23404|51010|51441|56339|56915|57721,CNOT2|CNOT3|CNOT1|EXOSC2|EXOSC3|YTHDF2|METTL3|EXOSC5|METTL14,-3.2,MyList
CORUM,33,CORUM:1009,TFIIH transcription factor complex,,-4.8,24,9.5,30242,10,500,4,0.8,0.4,902|1022|2071|2968,CCNH|CDK7|ERCC3|GTF2H4,-3.2,MyList
CORUM,33,CORUM:1239,EBAFb complex,,-4.8,24,9.5,30242,10,500,4,0.8,0.4,4298|6599|6601|6605,MLLT1|SMARCC1|SMARCC2|SMARCE1,-3.2,MyList
CORUM,33,CORUM:238,SWI-SNF chromatin remodeling-related-BRCA1 complex,,-4.8,24,9.5,30242,10,500,4,0.8,0.4,6599|6601|6605|8289,SMARCC1|SMARCC2|SMARCE1|ARID1A,-3.2,MyList
CORUM,33,CORUM:149,PBAF complex (Polybromo- and BAF containing complex),,-4.8,24,9.5,30242,10,500,4,0.8,0.4,6599|6601|6605|55193,SMARCC1|SMARCC2|SMARCE1|PBRM1,-3.2,MyList
CORUM,33,CORUM:808,BRM-associated complex,,-4.8,24,9.5,30242,10,500,4,0.8,0.4,6599|6601|6605|8289,SMARCC1|SMARCC2|SMARCE1|ARID1A,-3.2,MyList
GO Biological Processes,19,GO:0031118,rRNA pseudouridine synthesis,19_GO:0008152 metabolic process,-4.8,24,9.5,30242,10,500,4,0.8,0.4,1736|54433|55505|55651,DKC1|GAR1|NOP10|NHP2,-3.2,MyList
CORUM,33,CORUM:554,PBAF complex (Polybromo- and BAF containing complex),,-4.8,24,9.5,30242,10,500,4,0.8,0.4,6599|6601|6605|55193,SMARCC1|SMARCC2|SMARCE1|PBRM1,-3.2,MyList
CORUM,33,CORUM:1029,TFIIH transcription factor complex,,-4.8,24,9.5,30242,10,500,4,0.8,0.4,902|1022|2071|2968,CCNH|CDK7|ERCC3|GTF2H4,-3.2,MyList
Reactome Gene Sets,6,R-HSA-73854,RNA Polymerase I Promoter Clearance,,-4.8,5.5,6.1,30242,110,500,10,2,0.63,902|1022|2071|2648|2968|6908|9013|9015|10849|64425,CCNH|CDK7|ERCC3|KAT2A|GTF2H4|TBP|TAF1C|TAF1A|POLR1G|POLR1E,-3.2,MyList
GO Biological Processes,19,GO:0001701,in utero embryonic development,19_GO:0032502 developmental process,-4.8,3.1,5.3,30242,369,500,19,3.8,0.86,405|705|2648|2821|4848|4849|5932|6241|6615|9817|9837|23019|23038|25988|54475|57178|84296|91746|100381270,ARNT|BYSL|KAT2A|GPI|CNOT2|CNOT3|RBBP8|RRM2|SNAI1|KEAP1|GINS1|CNOT1|WDTC1|HINFP|NLE1|ZMIZ1|GINS4|YTHDC1|ZBED6,-3.2,MyList
GO Biological Processes,19,GO:0000959,mitochondrial RNA metabolic process,19_GO:0008152 metabolic process,-4.8,8.6,6.9,30242,49,500,7,1.4,0.53,2926|3028|5442|7019|51067|54931|56652,GRSF1|HSD17B10|POLRMT|TFAM|YARS2|TRMT10C|TWNK,-3.2,MyList
Reactome Gene Sets,6,R-HSA-1236978,Cross-presentation of soluble exogenous antigens (endosomes),,-4.8,8.6,6.9,30242,49,500,7,1.4,0.53,5682|5685|5688|5693|5695|5709|5710,PSMA1|PSMA4|PSMA7|PSMB5|PSMB7|PSMD3|PSMD4,-3.2,MyList
GO Biological Processes,19,GO:0031498,chromatin disassembly,19_GO:0009987 cellular process,-4.8,15,8.2,30242,20,500,5,1,0.44,3159|6599|6601|6605|8289,HMGA1|SMARCC1|SMARCC2|SMARCE1|ARID1A,-3.2,MyList
GO Biological Processes,19,GO:0048025,"negative regulation of mRNA splicing, via spliceosome",19_GO:0048519 negative regulation of biological process,-4.8,15,8.2,30242,20,500,5,1,0.44,4869|5725|10772|27316|79171,NPM1|PTBP1|SRSF10|RBMX|RBM42,-3.2,MyList
Reactome Gene Sets,6,R-HSA-2565942,Regulation of PLK1 Activity at G2/M Transition,,-4.8,6.2,6.3,30242,88,500,9,1.8,0.59,1639|1778|1781|7283|11258|23354|55142|79441|115106,DCTN1|DYNC1H1|DYNC1I2|TUBG1|DCTN3|HAUS5|HAUS2|HAUS3|HAUS1,-3.2,MyList
GO Biological Processes,19,GO:0050779,RNA destabilization,19_GO:0048518 positive regulation of biological process,-4.8,6.2,6.3,30242,88,500,9,1.8,0.59,4848|4849|23019|23404|51010|51441|56339|56915|57721,CNOT2|CNOT3|CNOT1|EXOSC2|EXOSC3|YTHDF2|METTL3|EXOSC5|METTL14,-3.2,MyList
Reactome Gene Sets,6,R-HSA-168273,Influenza Viral RNA Transcription and Replication,,-4.8,4.9,5.9,30242,135,500,11,2.2,0.66,2926|4928|6135|6158|6173|6202|6218|6232|6234|8480|23636,GRSF1|NUP98|RPL11|RPL28|RPL36A|RPS8|RPS17|RPS27|RPS28|RAE1|NUP62,-3.2,MyList
GO Biological Processes,19,GO:0051310,metaphase plate congression,19_GO:0051179 localization,-4.8,7.1,6.5,30242,68,500,8,1.6,0.56,1062|1778|3837|5119|23212|23636|55165|79003,CENPE|DYNC1H1|KPNB1|CHMP1A|RRS1|NUP62|CEP55|MIS12,-3.2,MyList
Reactome Gene Sets,6,R-HSA-211733,Regulation of activated PAK-2p34 by proteasome mediated degradation,,-4.8,8.5,6.9,30242,50,500,7,1.4,0.53,5682|5685|5688|5693|5695|5709|5710,PSMA1|PSMA4|PSMA7|PSMB5|PSMB7|PSMD3|PSMD4,-3.2,MyList
Reactome Gene Sets,6,R-HSA-73864,RNA Polymerase I Transcription,,-4.8,5.4,6,30242,112,500,10,2,0.63,902|1022|2071|2648|2968|6908|9013|9015|10849|64425,CCNH|CDK7|ERCC3|KAT2A|GTF2H4|TBP|TAF1C|TAF1A|POLR1G|POLR1E,-3.2,MyList
CORUM,33,CORUM:3525,Tetrameric COG subcomplex,,-4.8,45,12,30242,4,500,3,0.6,0.35,57511|84342|91949,COG6|COG8|COG7,-3.2,MyList
CORUM,33,CORUM:2200,RFC2-5 subcomplex,,-4.8,45,12,30242,4,500,3,0.6,0.35,5983|5984|5985,RFC3|RFC4|RFC5,-3.2,MyList
CORUM,33,CORUM:5727,TBP-TAF complex,,-4.8,45,12,30242,4,500,3,0.6,0.35,6908|9013|9015,TBP|TAF1C|TAF1A,-3.2,MyList
GO Biological Processes,19,GO:0071043,CUT metabolic process,19_GO:0008152 metabolic process,-4.8,45,12,30242,4,500,3,0.6,0.35,5394|23404|51010,EXOSC10|EXOSC2|EXOSC3,-3.2,MyList
CORUM,33,CORUM:6306,DDX27-PeBoW complex,,-4.8,45,12,30242,4,500,3,0.6,0.35,23481|55661|55759,PES1|DDX27|WDR12,-3.2,MyList
CORUM,33,CORUM:819,20S methylosome-SmD complex,,-4.8,45,12,30242,4,500,3,0.6,0.35,1207|6632|6634,CLNS1A|SNRPD1|SNRPD3,-3.2,MyList
GO Biological Processes,19,GO:0071034,CUT catabolic process,19_GO:0008152 metabolic process,-4.8,45,12,30242,4,500,3,0.6,0.35,5394|23404|51010,EXOSC10|EXOSC2|EXOSC3,-3.2,MyList
CORUM,33,CORUM:6589,E2F-1-DP-1-cyclinA-CDK2 complex,,-4.8,45,12,30242,4,500,3,0.6,0.35,1017|1869|7027,CDK2|E2F1|TFDP1,-3.2,MyList
CORUM,33,CORUM:1100,DNA polymerase alpha-primase complex,,-4.8,45,12,30242,4,500,3,0.6,0.35,5557|5558|23649,PRIM1|PRIM2|POLA2,-3.2,MyList
CORUM,33,CORUM:678,GINS complex,,-4.8,45,12,30242,4,500,3,0.6,0.35,9837|64785|84296,GINS1|GINS3|GINS4,-3.2,MyList
CORUM,33,CORUM:6896,MMS19 complex,,-4.8,45,12,30242,4,500,3,0.6,0.35,51647|64210|64428,CIAO2B|MMS19|CIAO3,-3.2,MyList
GO Biological Processes,19,GO:0007004,telomere maintenance via telomerase,19_GO:0008152 metabolic process,-4.7,7,6.5,30242,69,500,8,1.6,0.56,1736|5394|6117|54433|54552|55505|55651|65057,DKC1|EXOSC10|RPA1|GAR1|GNL3L|NOP10|NHP2|ACD,-3.1,MyList
GO Biological Processes,19,GO:0000280,nuclear division,19_GO:0009987 cellular process,-4.7,2.9,5.1,30242,443,500,21,4.2,0.9,1062|3209|3832|3837|5119|5888|5889|7283|8243|9587|11200|23212|23636|51143|51433|55165|55781|64682|79003|146909|644186,CENPE|HOXA13|KIF11|KPNB1|CHMP1A|RAD51|RAD51C|TUBG1|SMC1A|MAD2L1BP|CHEK2|RRS1|NUP62|DYNC1LI1|ANAPC5|CEP55|RIOK2|ANAPC1|MIS12|KIF18B|SYCE3,-3.1,MyList
Reactome Gene Sets,6,R-HSA-350562,Regulation of ornithine decarboxylase (ODC),,-4.7,8.3,6.8,30242,51,500,7,1.4,0.53,5682|5685|5688|5693|5695|5709|5710,PSMA1|PSMA4|PSMA7|PSMB5|PSMB7|PSMD3|PSMD4,-3.1,MyList
GO Biological Processes,19,GO:0031503,protein-containing complex localization,19_GO:0051179 localization,-4.7,3.8,5.5,30242,220,500,14,2.8,0.74,2733|3692|4869|7514|7919|8480|23212|51068|55153|55781|57187|65083|84946|91746,GLE1|EIF6|NPM1|XPO1|DDX39B|RAE1|RRS1|NMD3|SDAD1|RIOK2|THOC2|NOL6|LTV1|YTHDC1,-3.1,MyList
Reactome Gene Sets,6,R-HSA-73772,RNA Polymerase I Promoter Escape,,-4.7,6,6.2,30242,91,500,9,1.8,0.59,902|1022|2071|2968|6908|9013|9015|10849|64425,CCNH|CDK7|ERCC3|GTF2H4|TBP|TAF1C|TAF1A|POLR1G|POLR1E,-3.1,MyList
GO Biological Processes,19,GO:0006354,"DNA-templated transcription, elongation",19_GO:0008152 metabolic process,-4.7,6,6.2,30242,91,500,9,1.8,0.59,2071|2146|7919|8289|10771|11143|51755|57178|64425,ERCC3|EZH2|DDX39B|ARID1A|ZMYND11|KAT7|CDK12|ZMIZ1|POLR1E,-3.1,MyList
GO Biological Processes,19,GO:0034644,cellular response to UV,19_GO:0050896 response to stimulus,-4.7,6,6.2,30242,91,500,9,1.8,0.59,2033|4193|4609|4869|5424|10714|23028|56339|150678,EP300|MDM2|MYC|NPM1|POLD1|POLD3|KDM1A|METTL3|COPS9,-3.1,MyList
Reactome Gene Sets,6,R-HSA-5250924,B-WICH complex positively regulates rRNA expression,,-4.7,6,6.2,30242,91,500,9,1.8,0.59,2033|2648|6908|9013|9015|9188|10514|10849|64425,EP300|KAT2A|TBP|TAF1C|TAF1A|DDX21|MYBBP1A|POLR1G|POLR1E,-3.1,MyList
Reactome Gene Sets,6,R-HSA-162599,Late Phase of HIV Life Cycle,,-4.7,4.8,5.8,30242,139,500,11,2.2,0.66,902|1022|2071|2960|2961|2968|4928|6908|7514|8480|23636,CCNH|CDK7|ERCC3|GTF2E1|GTF2E2|GTF2H4|NUP98|TBP|XPO1|RAE1|NUP62,-3.1,MyList
GO Biological Processes,19,GO:0034502,protein localization to chromosome,19_GO:0051179 localization,-4.7,5.9,6.1,30242,92,500,9,1.8,0.59,1736|2146|3009|6117|23514|54552|65057|79003|112869,DKC1|EZH2|H1-5|RPA1|SPIDR|GNL3L|ACD|MIS12|SGF29,-3.1,MyList
CORUM,33,CORUM:7372,BRD7-SWIu2013SNF complex,,-4.7,22,9,30242,11,500,4,0.8,0.4,6599|6601|6605|8289,SMARCC1|SMARCC2|SMARCE1|ARID1A,-3.1,MyList
CORUM,33,CORUM:803,BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I,,-4.7,22,9,30242,11,500,4,0.8,0.4,6599|6601|6605|8289,SMARCC1|SMARCC2|SMARCE1|ARID1A,-3.1,MyList
CORUM,33,CORUM:284,CRSP complex,,-4.7,22,9,30242,11,500,4,0.8,0.4,9282|9439|9862|81857,MED14|MED23|MED24|MED25,-3.1,MyList
GO Biological Processes,19,GO:0061013,regulation of mRNA catabolic process,19_GO:0048519 negative regulation of biological process,-4.7,4.4,5.6,30242,166,500,12,2.4,0.68,1432|1869|4848|4849|4869|23019|23404|51010|51441|56339|56915|57721,MAPK14|E2F1|CNOT2|CNOT3|NPM1|CNOT1|EXOSC2|EXOSC3|YTHDF2|METTL3|EXOSC5|METTL14,-3.1,MyList
Reactome Gene Sets,6,R-HSA-75815,Ubiquitin-dependent degradation of Cyclin D,,-4.6,8.1,6.7,30242,52,500,7,1.4,0.53,5682|5685|5688|5693|5695|5709|5710,PSMA1|PSMA4|PSMA7|PSMB5|PSMB7|PSMD3|PSMD4,-3.1,MyList
Reactome Gene Sets,6,R-HSA-180534,Vpu mediated degradation of CD4,,-4.6,8.1,6.7,30242,52,500,7,1.4,0.53,5682|5685|5688|5693|5695|5709|5710,PSMA1|PSMA4|PSMA7|PSMB5|PSMB7|PSMD3|PSMD4,-3.1,MyList
Reactome Gene Sets,6,R-HSA-349425,Autodegradation of the E3 ubiquitin ligase COP1,,-4.6,8.1,6.7,30242,52,500,7,1.4,0.53,5682|5685|5688|5693|5695|5709|5710,PSMA1|PSMA4|PSMA7|PSMB5|PSMB7|PSMD3|PSMD4,-3.1,MyList
WikiPathways,27,WP1530,miRNA regulation of DNA damage response,,-4.6,5.9,6.1,30242,93,500,9,1.8,0.59,896|1017|1869|4193|4609|5883|5888|8243|11200,CCND3|CDK2|E2F1|MDM2|MYC|RAD9A|RAD51|SMC1A|CHEK2,-3,MyList
GO Biological Processes,19,GO:1901992,positive regulation of mitotic cell cycle phase transition,19_GO:0048518 positive regulation of biological process,-4.6,5.9,6.1,30242,93,500,9,1.8,0.59,896|1981|4193|5356|5889|7027|8317|9587|51433,CCND3|EIF4G1|MDM2|PLRG1|RAD51C|TFDP1|CDC7|MAD2L1BP|ANAPC5,-3,MyList
GO Biological Processes,19,GO:0071479,cellular response to ionizing radiation,19_GO:0050896 response to stimulus,-4.6,6.7,6.3,30242,72,500,8,1.6,0.56,1432|4193|5883|5888|11200|23028|23514|144715,MAPK14|MDM2|RAD9A|RAD51|CHEK2|KDM1A|SPIDR|RAD9B,-3,MyList
Reactome Gene Sets,6,R-HSA-177243,Interactions of Rev with host cellular proteins,,-4.6,10,7.1,30242,36,500,6,1.2,0.49,3837|4869|4928|7514|8480|23636,KPNB1|NPM1|NUP98|XPO1|RAE1|NUP62,-3,MyList
GO Biological Processes,19,GO:0007080,mitotic metaphase plate congression,19_GO:0051179 localization,-4.6,8,6.6,30242,53,500,7,1.4,0.53,1062|3837|5119|23212|23636|55165|79003,CENPE|KPNB1|CHMP1A|RRS1|NUP62|CEP55|MIS12,-3,MyList
GO Biological Processes,19,GO:0015980,energy derivation by oxidation of organic compounds,19_GO:0008152 metabolic process,-4.6,3.2,5.2,30242,318,500,17,3.4,0.81,402|515|2395|4609|4700|4702|4704|4708|4710|4716|4718|4725|4728|4967|10514|29796|100532726,ARL2|ATP5PB|FXN|MYC|NDUFA6|NDUFA8|NDUFA9|NDUFB2|NDUFB4|NDUFB10|NDUFC2|NDUFS5|NDUFS8|OGDH|MYBBP1A|UQCR10|NDUFC2-KCTD14,-3,MyList
KEGG Pathway,24,hsa05166,HTLV-I infection,,-4.6,3.5,5.3,30242,256,500,15,3,0.76,896|1869|2033|2224|2648|4609|5424|5425|6908|6929|7514|10714|11200|51433|64682,CCND3|E2F1|EP300|FDPS|KAT2A|MYC|POLD1|POLD2|TBP|TCF3|XPO1|POLD3|CHEK2|ANAPC5|ANAPC1,-3,MyList
KEGG Pathway,24,ko05166,HTLV-I infection,,-4.6,3.5,5.3,30242,256,500,15,3,0.76,896|1869|2033|2224|2648|4609|5424|5425|6908|6929|7514|10714|11200|51433|64682,CCND3|E2F1|EP300|FDPS|KAT2A|MYC|POLD1|POLD2|TBP|TCF3|XPO1|POLD3|CHEK2|ANAPC5|ANAPC1,-3,MyList
GO Biological Processes,19,GO:0051640,organelle localization,19_GO:0051179 localization,-4.6,2.6,4.9,30242,526,500,23,4.6,0.94,537|1062|1639|1778|2648|3692|3837|4869|5119|7514|10652|10768|11235|23212|23636|51068|51490|55153|55165|55781|79003|79648|84946,ATP6AP1|CENPE|DCTN1|DYNC1H1|KAT2A|EIF6|KPNB1|NPM1|CHMP1A|XPO1|YKT6|AHCYL1|PDCD10|RRS1|NUP62|NMD3|SPOUT1|SDAD1|CEP55|RIOK2|MIS12|MCPH1|LTV1,-3,MyList
GO Biological Processes,19,GO:0006413,translational initiation,19_GO:0008152 metabolic process,-4.6,5.1,5.8,30242,118,500,10,2,0.63,1981|1982|2733|3692|4869|6218|8562|8667|51441|56339,EIF4G1|EIF4G2|GLE1|EIF6|NPM1|RPS17|DENR|EIF3H|YTHDF2|METTL3,-3,MyList
Reactome Gene Sets,6,R-HSA-1592230,Mitochondrial biogenesis,,-4.5,5.7,6,30242,95,500,9,1.8,0.59,515|1432|4208|4209|4899|5442|7019|10498|56652,ATP5PB|MAPK14|MEF2C|MEF2D|NRF1|POLRMT|TFAM|CARM1|TWNK,-3,MyList
Reactome Gene Sets,6,R-HSA-180585,Vif-mediated degradation of APOBEC3G,,-4.5,7.8,6.5,30242,54,500,7,1.4,0.53,5682|5685|5688|5693|5695|5709|5710,PSMA1|PSMA4|PSMA7|PSMB5|PSMB7|PSMD3|PSMD4,-3,MyList
Reactome Gene Sets,6,R-HSA-8854050,FBXL7 down-regulates AURKA during mitotic entry and in early mitosis,,-4.5,7.8,6.5,30242,54,500,7,1.4,0.53,5682|5685|5688|5693|5695|5709|5710,PSMA1|PSMA4|PSMA7|PSMB5|PSMB7|PSMD3|PSMD4,-3,MyList
Reactome Gene Sets,6,R-HSA-9604323,Negative regulation of NOTCH4 signaling,,-4.5,7.8,6.5,30242,54,500,7,1.4,0.53,5682|5685|5688|5693|5695|5709|5710,PSMA1|PSMA4|PSMA7|PSMB5|PSMB7|PSMD3|PSMD4,-3,MyList
GO Biological Processes,19,GO:0072594,establishment of protein localization to organelle,19_GO:0051179 localization,-4.5,2.9,5,30242,422,500,20,4,0.88,439|1432|1736|3009|3837|3838|3840|4928|5514|9131|10073|10245|10527|23514|23534|23636|51366|65057|112869|140823,GET3|MAPK14|DKC1|H1-5|KPNB1|KPNA2|KPNA4|NUP98|PPP1R10|AIFM1|SNUPN|TIMM17B|IPO7|SPIDR|TNPO3|NUP62|UBR5|ACD|SGF29|ROMO1,-3,MyList
GO Biological Processes,19,GO:0051298,centrosome duplication,19_GO:0009987 cellular process,-4.5,6.5,6.2,30242,74,500,8,1.6,0.56,1017|2648|4682|4869|5119|7514|23636|85459,CDK2|KAT2A|NUBP1|NPM1|CHMP1A|XPO1|NUP62|CEP295,-2.9,MyList
GO Biological Processes,19,GO:0072711,cellular response to hydroxyurea,19_GO:0050896 response to stimulus,-4.5,20,8.6,30242,12,500,4,0.8,0.4,1663|5888|8914|23514,DDX11|RAD51|TIMELESS|SPIDR,-2.9,MyList
CORUM,33,CORUM:806,BRM-SIN3A-HDAC complex,,-4.5,20,8.6,30242,12,500,4,0.8,0.4,6599|6601|6605|8289,SMARCC1|SMARCC2|SMARCE1|ARID1A,-2.9,MyList
GO Biological Processes,19,GO:0070816,phosphorylation of RNA polymerase II C-terminal domain,19_GO:0050789 regulation of biological process,-4.5,20,8.6,30242,12,500,4,0.8,0.4,902|1022|2968|51755,CCNH|CDK7|GTF2H4|CDK12,-2.9,MyList
Reactome Gene Sets,6,R-HSA-174113,SCF-beta-TrCP mediated degradation of Emi1,,-4.5,7.7,6.4,30242,55,500,7,1.4,0.53,5682|5685|5688|5693|5695|5709|5710,PSMA1|PSMA4|PSMA7|PSMB5|PSMB7|PSMD3|PSMD4,-2.9,MyList
Reactome Gene Sets,6,R-HSA-4641257,Degradation of AXIN,,-4.5,7.7,6.4,30242,55,500,7,1.4,0.53,5682|5685|5688|5693|5695|5709|5710,PSMA1|PSMA4|PSMA7|PSMB5|PSMB7|PSMD3|PSMD4,-2.9,MyList
WikiPathways,27,WP3959,DNA IR-double strand breaks and cellular response via ATM,,-4.5,7.7,6.4,30242,55,500,7,1.4,0.53,1869|4193|5883|5888|8243|11200|79648,E2F1|MDM2|RAD9A|RAD51|SMC1A|CHEK2|MCPH1,-2.9,MyList
GO Biological Processes,19,GO:0065004,protein-DNA complex assembly,19_GO:0009987 cellular process,-4.5,3.9,5.4,30242,201,500,13,2.6,0.71,1062|3009|4171|4869|5888|5889|6908|8208|9013|10629|64425|79003|80152,CENPE|H1-5|MCM2|NPM1|RAD51|RAD51C|TBP|CHAF1B|TAF1C|TAF6L|POLR1E|MIS12|CENPT,-2.9,MyList
GO Biological Processes,19,GO:0006278,RNA-dependent DNA biosynthetic process,19_GO:0008152 metabolic process,-4.5,6.5,6.1,30242,75,500,8,1.6,0.56,1736|5394|6117|54433|54552|55505|55651|65057,DKC1|EXOSC10|RPA1|GAR1|GNL3L|NOP10|NHP2|ACD,-2.9,MyList
Reactome Gene Sets,6,R-HSA-159236,Transport of Mature mRNA derived from an Intron-Containing Transcript,,-4.5,6.5,6.1,30242,75,500,8,1.6,0.56,2733|4928|7919|8480|10250|22794|23636|57187,GLE1|NUP98|DDX39B|RAE1|SRRM1|CASC3|NUP62|THOC2,-2.9,MyList
GO Biological Processes,19,GO:0045931,positive regulation of mitotic cell cycle,19_GO:0048518 positive regulation of biological process,-4.5,5,5.7,30242,121,500,10,2,0.63,896|1981|4193|5356|5514|5889|7027|8317|9587|51433,CCND3|EIF4G1|MDM2|PLRG1|PPP1R10|RAD51C|TFDP1|CDC7|MAD2L1BP|ANAPC5,-2.9,MyList
Reactome Gene Sets,6,R-HSA-8878166,Transcriptional regulation by RUNX2,,-4.5,5,5.7,30242,121,500,10,2,0.63,632|865|1749|5682|5685|5688|5693|5695|5709|5710,BGLAP|CBFB|DLX5|PSMA1|PSMA4|PSMA7|PSMB5|PSMB7|PSMD3|PSMD4,-2.9,MyList
Reactome Gene Sets,6,R-HSA-5620912,Anchoring of the basal body to the plasma membrane,,-4.4,5.6,5.9,30242,98,500,9,1.8,0.59,1639|1778|1781|7283|11258|23354|55142|79441|115106,DCTN1|DYNC1H1|DYNC1I2|TUBG1|DCTN3|HAUS5|HAUS2|HAUS3|HAUS1,-2.9,MyList
Reactome Gene Sets,6,R-HSA-2151201,Transcriptional activation of mitochondrial biogenesis,,-4.4,7.6,6.4,30242,56,500,7,1.4,0.53,4208|4209|4899|5442|7019|10498|56652,MEF2C|MEF2D|NRF1|POLRMT|TFAM|CARM1|TWNK,-2.9,MyList
Reactome Gene Sets,6,R-HSA-5362768,Hh mutants are degraded by ERAD,,-4.4,7.6,6.4,30242,56,500,7,1.4,0.53,5682|5685|5688|5693|5695|5709|5710,PSMA1|PSMA4|PSMA7|PSMB5|PSMB7|PSMD3|PSMD4,-2.9,MyList
GO Biological Processes,19,GO:0043484,regulation of RNA splicing,19_GO:0050789 regulation of biological process,-4.4,4.5,5.5,30242,148,500,11,2.2,0.66,2926|4869|4928|5725|10772|27316|51755|54407|79171|91746|494115,GRSF1|NPM1|NUP98|PTBP1|SRSF10|RBMX|CDK12|SLC38A2|RBM42|YTHDC1|RBMXL1,-2.9,MyList
CORUM,33,CORUM:103,RNA polymerase II holoenzyme complex,,-4.4,13,7.4,30242,24,500,5,1,0.44,2071|2960|2961|2968|6908,ERCC3|GTF2E1|GTF2E2|GTF2H4|TBP,-2.8,MyList
KEGG Pathway,24,ko04932,Non-alcoholic fatty liver disease (NAFLD),,-4.4,4.5,5.5,30242,149,500,11,2.2,0.66,4700|4702|4704|4708|4710|4716|4718|4725|4728|29796|100532726,NDUFA6|NDUFA8|NDUFA9|NDUFB2|NDUFB4|NDUFB10|NDUFC2|NDUFS5|NDUFS8|UQCR10|NDUFC2-KCTD14,-2.8,MyList
Reactome Gene Sets,6,R-HSA-4641258,Degradation of DVL,,-4.4,7.4,6.3,30242,57,500,7,1.4,0.53,5682|5685|5688|5693|5695|5709|5710,PSMA1|PSMA4|PSMA7|PSMB5|PSMB7|PSMD3|PSMD4,-2.8,MyList
GO Biological Processes,19,GO:0031109,microtubule polymerization or depolymerization,19_GO:0009987 cellular process,-4.4,4.9,5.6,30242,124,500,10,2,0.63,402|1639|7283|27229|55142|79649|114791|146909|220134|221150,ARL2|DCTN1|TUBG1|TUBGCP4|HAUS2|MAP7D3|TUBGCP5|KIF18B|SKA1|SKA3,-2.8,MyList
Reactome Gene Sets,6,R-HSA-157118,Signaling by NOTCH,,-4.4,3.6,5.2,30242,236,500,14,2.8,0.74,892|1869|2033|2648|4609|5682|5685|5688|5693|5695|5709|5710|7027|9794,CCNC|E2F1|EP300|KAT2A|MYC|PSMA1|PSMA4|PSMA7|PSMB5|PSMB7|PSMD3|PSMD4|TFDP1|MAML1,-2.8,MyList
CORUM,33,CORUM:2202,CHTF18-RFC2-5 complex,,-4.4,36,10,30242,5,500,3,0.6,0.35,5983|5984|5985,RFC3|RFC4|RFC5,-2.8,MyList
CORUM,33,CORUM:266,RAD17-RFC complex,,-4.4,36,10,30242,5,500,3,0.6,0.35,5983|5984|5985,RFC3|RFC4|RFC5,-2.8,MyList
CORUM,33,CORUM:2810,RAD17-RFC complex,,-4.4,36,10,30242,5,500,3,0.6,0.35,5983|5984|5985,RFC3|RFC4|RFC5,-2.8,MyList
GO Biological Processes,19,GO:0000967,rRNA 5'-end processing,19_GO:0008152 metabolic process,-4.4,36,10,30242,5,500,3,0.6,0.35,8602|10607|27340,NOP14|TBL3|UTP20,-2.8,MyList
GO Biological Processes,19,GO:2000002,negative regulation of DNA damage checkpoint,19_GO:0048519 negative regulation of biological process,-4.4,36,10,30242,5,500,3,0.6,0.35,5514|7919|11200,PPP1R10|DDX39B|CHEK2,-2.8,MyList
CORUM,33,CORUM:3552,COG1-COG8-COG5-COG6-COG7 subcomplex,,-4.4,36,10,30242,5,500,3,0.6,0.35,57511|84342|91949,COG6|COG8|COG7,-2.8,MyList
CORUM,33,CORUM:297,PCNA-DNA polymerase delta complex,,-4.4,36,10,30242,5,500,3,0.6,0.35,5424|5425|10714,POLD1|POLD2|POLD3,-2.8,MyList
CORUM,33,CORUM:2799,RFC complex,,-4.4,36,10,30242,5,500,3,0.6,0.35,5983|5984|5985,RFC3|RFC4|RFC5,-2.8,MyList
CORUM,33,CORUM:279,RFC complex,,-4.4,36,10,30242,5,500,3,0.6,0.35,5983|5984|5985,RFC3|RFC4|RFC5,-2.8,MyList
CORUM,33,CORUM:270,RAD17-RFC complex,,-4.4,36,10,30242,5,500,3,0.6,0.35,5983|5984|5985,RFC3|RFC4|RFC5,-2.8,MyList
GO Biological Processes,19,GO:0000472,"endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",19_GO:0008152 metabolic process,-4.4,36,10,30242,5,500,3,0.6,0.35,8602|10607|27340,NOP14|TBL3|UTP20,-2.8,MyList
