Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
KEGG Pathway,24,hsa05169,Epstein-Barr virus infection,,-2.8,2.6,3.7,30242,299,500,13,2.6,0.71,811|3065|3066|5431|5432|5901|6688|7157|7189|10621|11128|22883|25942,CALR|HDAC1|HDAC2|POLR2B|POLR2C|RAN|SPI1|TP53|TRAF6|POLR3F|POLR3A|CLSTN1|SIN3A,-1.3,MyList
GO Biological Processes,19,GO:0090305,nucleic acid phosphodiester bond hydrolysis,19_GO:0008152 metabolic process,-2.8,2.8,3.7,30242,263,500,12,2.4,0.68,1479|1777|5511|6037|9924|10898|29894|51163|79002|79897|81608|167227,CSTF3|DNASE2|PPP1R8|RNASE3|PAN2|CPSF4|CPSF1|DBR1|TRIR|RPP21|FIP1L1|DCP2,-1.3,MyList
GO Biological Processes,19,GO:0032872,regulation of stress-activated MAPK cascade,19_GO:0023052 signaling,-2.8,3.1,3.8,30242,195,500,10,2,0.63,2874|3476|4221|5478|6688|7189|8312|9611|11221|29108,GPS2|IGBP1|MEN1|PPIA|SPI1|TRAF6|AXIN1|NCOR1|DUSP10|PYCARD,-1.3,MyList
GO Biological Processes,19,GO:0033157,regulation of intracellular protein transport,19_GO:0051179 localization,-2.8,2.9,3.8,30242,229,500,11,2.2,0.66,3684|3689|5901|5905|8314|10055|10075|10204|23435|55696|55929,ITGAM|ITGB2|RAN|RANGAP1|BAP1|SAE1|HUWE1|NUTF2|TARDBP|RBM22|DMAP1,-1.3,MyList
KEGG Pathway,24,hsa03020,RNA polymerase,,-2.8,7.8,4.9,30242,31,500,4,0.8,0.4,5431|5432|10621|11128,POLR2B|POLR2C|POLR3F|POLR3A,-1.3,MyList
KEGG Pathway,24,ko03020,RNA polymerase,,-2.8,7.8,4.9,30242,31,500,4,0.8,0.4,5431|5432|10621|11128,POLR2B|POLR2C|POLR3F|POLR3A,-1.3,MyList
GO Biological Processes,19,GO:0044819,mitotic G1/S transition checkpoint signaling,19_GO:0048519 negative regulation of biological process,-2.8,7.8,4.9,30242,31,500,4,0.8,0.4,5591|7157|26058|126520,PRKDC|TP53|GIGYF2|PLK5,-1.3,MyList
GO Biological Processes,19,GO:0060148,positive regulation of posttranscriptional gene silencing,19_GO:0048519 negative regulation of biological process,-2.8,7.8,4.9,30242,31,500,4,0.8,0.4,1656|7157|9470|23369,DDX6|TP53|EIF4E2|PUM2,-1.3,MyList
GO Biological Processes,19,GO:0051100,negative regulation of binding,19_GO:0065007 biological regulation,-2.8,3.3,3.9,30242,163,500,9,1.8,0.59,488|3066|3397|6590|6872|7009|9044|10459|25942,ATP2A2|HDAC2|ID1|SLPI|TAF1|TMBIM6|BTAF1|MAD2L2|SIN3A,-1.3,MyList
GO Biological Processes,19,GO:0072332,intrinsic apoptotic signaling pathway by p53 class mediator,19_GO:0023052 signaling,-2.8,4.8,4.3,30242,76,500,6,1.2,0.49,1984|3622|7157|23411|29108|57646,EIF5A|ING2|TP53|SIRT1|PYCARD|USP28,-1.3,MyList
Reactome Gene Sets,6,R-HSA-427389,ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression,,-2.8,4.8,4.3,30242,76,500,6,1.2,0.49,3015|3065|3066|9219|53615|57459,H2AZ1|HDAC1|HDAC2|MTA2|MBD3|GATAD2B,-1.3,MyList
GO Biological Processes,19,GO:0043392,negative regulation of DNA binding,19_GO:0065007 biological regulation,-2.8,5.8,4.5,30242,52,500,5,1,0.44,3066|3397|6872|10459|25942,HDAC2|ID1|TAF1|MAD2L2|SIN3A,-1.3,MyList
Reactome Gene Sets,6,R-HSA-381070,IRE1alpha activates chaperones,,-2.8,5.8,4.5,30242,52,500,5,1,0.44,2673|10113|10525|30827|84447,GFPT1|PREB|HYOU1|CXXC1|SYVN1,-1.3,MyList
GO Biological Processes,19,GO:0035196,production of miRNAs involved in gene silencing by miRNA,19_GO:0048519 negative regulation of biological process,-2.8,5.8,4.5,30242,52,500,5,1,0.44,3181|7157|9611|23369|51593,HNRNPA2B1|TP53|NCOR1|PUM2|SRRT,-1.3,MyList
GO Biological Processes,19,GO:0002218,activation of innate immune response,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.8,5.8,4.5,30242,52,500,5,1,0.44,5591|6421|7189|25942|29108,PRKDC|SFPQ|TRAF6|SIN3A|PYCARD,-1.3,MyList
KEGG Pathway,24,ko00240,Pyrimidine metabolism,,-2.8,4.1,4.1,30242,104,500,7,1.4,0.53,1723|5431|5432|7371|10621|11128|51727,DHODH|POLR2B|POLR2C|UCK2|POLR3F|POLR3A|CMPK1,-1.3,MyList
GO Biological Processes,19,GO:0045639,positive regulation of myeloid cell differentiation,19_GO:0002376 immune system process,-2.8,4.1,4.1,30242,104,500,7,1.4,0.53,1385|2113|3635|5591|7189|23774|57095,CREB1|ETS1|INPP5D|PRKDC|TRAF6|BRD1|PITHD1,-1.3,MyList
GO Biological Processes,19,GO:0043086,negative regulation of catalytic activity,19_GO:0065007 biological regulation,-2.8,1.9,3.4,30242,793,500,25,5,0.97,1050|1353|2874|3476|4221|4249|5478|5511|6590|6879|7009|7157|8725|10459|10959|11221|23411|23523|29108|51377|79643|93650|96459|116224|256394,CEBPA|COX11|GPS2|IGBP1|MEN1|MGAT5|PPIA|PPP1R8|SLPI|TAF7|TMBIM6|TP53|URI1|MAD2L2|TMED2|DUSP10|SIRT1|CABIN1|PYCARD|UCHL5|CHMP6|ACP4|FNIP1|PABIR1|SERPINA11,-1.3,MyList
GO Biological Processes,19,GO:1902532,negative regulation of intracellular signal transduction,19_GO:0048519 negative regulation of biological process,-2.8,2.1,3.4,30242,538,500,19,3.8,0.86,2874|3065|3476|3622|4221|5478|6688|7009|8725|9611|9686|10525|11221|23411|29108|51564|84447|96459|222487,GPS2|HDAC1|IGBP1|ING2|MEN1|PPIA|SPI1|TMBIM6|URI1|NCOR1|VGLL4|HYOU1|DUSP10|SIRT1|PYCARD|HDAC7|SYVN1|FNIP1|ADGRG3,-1.3,MyList
GO Biological Processes,19,GO:0060766,negative regulation of androgen receptor signaling pathway,19_GO:0048519 negative regulation of biological process,-2.8,12,5.6,30242,15,500,3,0.6,0.35,3065|9611|23411,HDAC1|NCOR1|SIRT1,-1.3,MyList
GO Biological Processes,19,GO:0070302,regulation of stress-activated protein kinase signaling cascade,19_GO:0023052 signaling,-2.7,3.1,3.8,30242,198,500,10,2,0.63,2874|3476|4221|5478|6688|7189|8312|9611|11221|29108,GPS2|IGBP1|MEN1|PPIA|SPI1|TRAF6|AXIN1|NCOR1|DUSP10|PYCARD,-1.3,MyList
GO Biological Processes,19,GO:2000772,regulation of cellular senescence,19_GO:0032502 developmental process,-2.7,5.7,4.4,30242,53,500,5,1,0.44,3622|5591|5933|7157|23411,ING2|PRKDC|RBL1|TP53|SIRT1,-1.3,MyList
WikiPathways,27,WP107,Translation factors,,-2.7,5.7,4.4,30242,53,500,5,1,0.44,1937|1984|8890|8891|8893,EEF1G|EIF5A|EIF2B4|EIF2B3|EIF2B5,-1.3,MyList
Canonical Pathways,11,M151,PID AR TF PATHWAY,,-2.7,5.7,4.4,30242,53,500,5,1,0.44,1050|3065|3817|23411|51564,CEBPA|HDAC1|KLK2|SIRT1|HDAC7,-1.3,MyList
GO Biological Processes,19,GO:1902235,regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway,19_GO:0023052 signaling,-2.7,7.6,4.8,30242,32,500,4,0.8,0.4,7009|10525|23411|84447,TMBIM6|HYOU1|SIRT1|SYVN1,-1.3,MyList
GO Biological Processes,19,GO:0050685,positive regulation of mRNA processing,19_GO:0048518 positive regulation of biological process,-2.7,7.6,4.8,30242,32,500,4,0.8,0.4,9967|54623|79577|123169,THRAP3|PAF1|CDC73|LEO1,-1.3,MyList
WikiPathways,27,WP2112,IL-17 signaling pathway,,-2.7,7.6,4.8,30242,32,500,4,0.8,0.4,1051|1052|6667|7189,CEBPB|CEBPD|SP1|TRAF6,-1.3,MyList
GO Biological Processes,19,GO:0061013,regulation of mRNA catabolic process,19_GO:0048519 negative regulation of biological process,-2.7,3.3,3.8,30242,166,500,9,1.8,0.59,678|1994|9924|9967|23369|23435|26058|54890|167227,ZFP36L2|ELAVL1|PAN2|THRAP3|PUM2|TARDBP|GIGYF2|ALKBH5|DCP2,-1.3,MyList
Reactome Gene Sets,6,R-HSA-913531,Interferon Signaling,,-2.7,3,3.7,30242,199,500,10,2,0.63,2209|6396|8086|9470|9972|55128|55706|81603|129401|348995,FCGR1A|SEC13|AAAS|EIF4E2|NUP153|TRIM68|NDC1|TRIM8|NUP35|NUP43,-1.3,MyList
GO Biological Processes,19,GO:0032496,response to lipopolysaccharide,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.7,2.5,3.5,30242,343,500,14,2.8,0.74,488|1051|3065|3066|5142|6590|6688|7189|9646|10225|11221|29108|54623|79577,ATP2A2|CEBPB|HDAC1|HDAC2|PDE4B|SLPI|SPI1|TRAF6|CTR9|CD96|DUSP10|PYCARD|PAF1|CDC73,-1.3,MyList
GO Biological Processes,19,GO:0034728,nucleosome organization,19_GO:0009987 cellular process,-2.7,3.3,3.8,30242,167,500,9,1.8,0.59,6046|6944|7259|8467|23523|54617|54623|55929|64431,BRD2|VPS72|TSPYL1|SMARCA5|CABIN1|INO80|PAF1|DMAP1|ACTR6,-1.2,MyList
KEGG Pathway,24,hsa04666,Fc gamma R-mediated phagocytosis,,-2.7,4,4,30242,106,500,7,1.4,0.53,1072|2209|3635|6037|6944|22883|83985,CFL1|FCGR1A|INPP5D|RNASE3|VPS72|CLSTN1|SPNS1,-1.2,MyList
GO Biological Processes,19,GO:0051348,negative regulation of transferase activity,19_GO:0065007 biological regulation,-2.7,2.7,3.6,30242,270,500,12,2.4,0.68,1050|1353|4221|5478|6879|7157|10459|11221|23411|29108|79643|93650,CEBPA|COX11|MEN1|PPIA|TAF7|TP53|MAD2L2|DUSP10|SIRT1|PYCARD|CHMP6|ACP4,-1.2,MyList
GO Biological Processes,19,GO:0043401,steroid hormone mediated signaling pathway,19_GO:0023052 signaling,-2.7,3.6,3.9,30242,136,500,8,1.6,0.56,811|3065|6879|9125|9611|23411|55128|55809,CALR|HDAC1|TAF7|CNOT9|NCOR1|SIRT1|TRIM68|TRERF1,-1.2,MyList
GO Biological Processes,19,GO:0070918,production of small RNA involved in gene silencing by RNA,19_GO:0048519 negative regulation of biological process,-2.7,5.6,4.4,30242,54,500,5,1,0.44,3181|7157|9611|23369|51593,HNRNPA2B1|TP53|NCOR1|PUM2|SRRT,-1.2,MyList
WikiPathways,27,WP3286,Copper homeostasis,,-2.7,5.6,4.4,30242,54,500,5,1,0.44,540|1353|6647|6667|7157,ATP7B|COX11|SOD1|SP1|TP53,-1.2,MyList
GO Biological Processes,19,GO:0031050,dsRNA processing,19_GO:0008152 metabolic process,-2.7,5.6,4.4,30242,54,500,5,1,0.44,3181|7157|9611|23369|51593,HNRNPA2B1|TP53|NCOR1|PUM2|SRRT,-1.2,MyList
KEGG Pathway,24,ko05169,Epstein-Barr virus infection,,-2.7,3,3.7,30242,201,500,10,2,0.63,3065|3066|5431|5432|5901|6688|7157|7189|10621|11128,HDAC1|HDAC2|POLR2B|POLR2C|RAN|SPI1|TP53|TRAF6|POLR3F|POLR3A,-1.2,MyList
GO Biological Processes,19,GO:0002833,positive regulation of response to biotic stimulus,19_GO:0048518 positive regulation of biological process,-2.7,3.2,3.8,30242,168,500,9,1.8,0.59,5591|6421|6688|7189|10621|23369|25942|29108|121260,PRKDC|SFPQ|SPI1|TRAF6|POLR3F|PUM2|SIN3A|PYCARD|SLC15A4,-1.2,MyList
Reactome Gene Sets,6,R-HSA-68882,Mitotic Anaphase,,-2.7,2.8,3.6,30242,236,500,11,2.2,0.66,5901|5905|6396|9184|10393|10726|10735|55706|79643|129401|348995,RAN|RANGAP1|SEC13|BUB3|ANAPC10|NUDC|STAG2|NDC1|CHMP6|NUP35|NUP43,-1.2,MyList
Reactome Gene Sets,6,R-HSA-2559585,Oncogene Induced Senescence,,-2.7,7.3,4.7,30242,33,500,4,0.8,0.4,2113|3397|6667|7157,ETS1|ID1|SP1|TP53,-1.2,MyList
GO Biological Processes,19,GO:0048608,reproductive structure development,19_GO:0022414 reproductive process,-2.7,2.3,3.4,30242,425,500,16,3.2,0.79,1050|1051|3622|3726|4221|6647|6670|6874|7543|7812|8890|8893|10959|23411|25976|79733,CEBPA|CEBPB|ING2|JUNB|MEN1|SOD1|SP3|TAF4|ZFX|CSDE1|EIF2B4|EIF2B5|TMED2|SIRT1|TIPARP|E2F8,-1.2,MyList
Reactome Gene Sets,6,R-HSA-2555396,Mitotic Metaphase and Anaphase,,-2.7,2.8,3.6,30242,237,500,11,2.2,0.66,5901|5905|6396|9184|10393|10726|10735|55706|79643|129401|348995,RAN|RANGAP1|SEC13|BUB3|ANAPC10|NUDC|STAG2|NDC1|CHMP6|NUP35|NUP43,-1.2,MyList
GO Biological Processes,19,GO:0042326,negative regulation of phosphorylation,19_GO:0048519 negative regulation of biological process,-2.7,2.4,3.5,30242,386,500,15,3,0.76,1050|1353|4221|5478|5591|6879|9611|10959|11221|23411|23435|29108|79643|93650|199731,CEBPA|COX11|MEN1|PPIA|PRKDC|TAF7|NCOR1|TMED2|DUSP10|SIRT1|TARDBP|PYCARD|CHMP6|ACP4|CADM4,-1.2,MyList
GO Biological Processes,19,GO:0007059,chromosome segregation,19_GO:0009987 cellular process,-2.7,2.4,3.5,30242,349,500,14,2.8,0.74,5901|6421|9184|10459|10726|10735|11011|23369|23383|54617|55706|79643|84142|348995,RAN|SFPQ|BUB3|MAD2L2|NUDC|STAG2|TLK2|PUM2|MAU2|INO80|NDC1|CHMP6|ABRAXAS1|NUP43,-1.2,MyList
Reactome Gene Sets,6,R-HSA-1280218,Adaptive Immune System,,-2.7,1.9,3.3,30242,763,500,24,4.8,0.96,811|2209|3635|3689|5478|6396|7189|8454|8773|9039|9320|10075|10225|10393|10952|11146|23308|23352|27180|51343|55236|57154|80204|90025,CALR|FCGR1A|INPP5D|ITGB2|PPIA|SEC13|TRAF6|CUL1|SNAP23|UBA3|TRIP12|HUWE1|CD96|ANAPC10|SEC61B|GLMN|ICOSLG|UBR4|SIGLEC9|FZR1|UBA6|SMURF1|FBXO11|UBE3D,-1.2,MyList
GO Biological Processes,19,GO:0061458,reproductive system development,19_GO:0032502 developmental process,-2.6,2.3,3.4,30242,428,500,16,3.2,0.79,1050|1051|3622|3726|4221|6647|6670|6874|7543|7812|8890|8893|10959|23411|25976|79733,CEBPA|CEBPB|ING2|JUNB|MEN1|SOD1|SP3|TAF4|ZFX|CSDE1|EIF2B4|EIF2B5|TMED2|SIRT1|TIPARP|E2F8,-1.2,MyList
KEGG Pathway,24,hsa05133,Pertussis,,-2.6,4.5,4.1,30242,81,500,6,1.2,0.49,1072|3684|3689|6944|7189|29108,CFL1|ITGAM|ITGB2|VPS72|TRAF6|PYCARD,-1.2,MyList
GO Biological Processes,19,GO:0044773,mitotic DNA damage checkpoint signaling,19_GO:0048519 negative regulation of biological process,-2.6,4.5,4.1,30242,81,500,6,1.2,0.49,5591|7157|25949|26058|51343|84142,PRKDC|TP53|SYF2|GIGYF2|FZR1|ABRAXAS1,-1.2,MyList
KEGG Pathway,24,hsa00240,Pyrimidine metabolism,,-2.6,3.9,3.9,30242,109,500,7,1.4,0.53,1723|5431|5432|7371|10621|11128|51727,DHODH|POLR2B|POLR2C|UCK2|POLR3F|POLR3A|CMPK1,-1.2,MyList
GO Biological Processes,19,GO:0045648,positive regulation of erythrocyte differentiation,19_GO:0002376 immune system process,-2.6,7.1,4.6,30242,34,500,4,0.8,0.4,2113|3635|5591|23774,ETS1|INPP5D|PRKDC|BRD1,-1.2,MyList
Reactome Gene Sets,6,R-HSA-167243,Tat-mediated HIV elongation arrest and recovery,,-2.6,7.1,4.6,30242,34,500,4,0.8,0.4,5431|5432|6749|6829,POLR2B|POLR2C|SSRP1|SUPT5H,-1.2,MyList
Reactome Gene Sets,6,R-HSA-167238,Pausing and recovery of Tat-mediated HIV elongation,,-2.6,7.1,4.6,30242,34,500,4,0.8,0.4,5431|5432|6749|6829,POLR2B|POLR2C|SSRP1|SUPT5H,-1.2,MyList
GO Biological Processes,19,GO:0051973,positive regulation of telomerase activity,19_GO:0048518 positive regulation of biological process,-2.6,7.1,4.6,30242,34,500,4,0.8,0.4,6950|10575|10576|25849,TCP1|CCT4|CCT2|PARM1,-1.2,MyList
GO Biological Processes,19,GO:0030851,granulocyte differentiation,19_GO:0002376 immune system process,-2.6,7.1,4.6,30242,34,500,4,0.8,0.4,1050|3635|6670|6688,CEBPA|INPP5D|SP3|SPI1,-1.2,MyList
GO Biological Processes,19,GO:0086004,regulation of cardiac muscle cell contraction,19_GO:0051179 localization,-2.6,7.1,4.6,30242,34,500,4,0.8,0.4,476|488|3759|5142,ATP1A1|ATP2A2|KCNJ2|PDE4B,-1.2,MyList
Reactome Gene Sets,6,R-HSA-2151201,Transcriptional activation of mitochondrial biogenesis,,-2.6,5.4,4.3,30242,56,500,5,1,0.44,1385|2553|3054|9611|23054,CREB1|GABPB1|HCFC1|NCOR1|NCOA6,-1.2,MyList
GO Biological Processes,19,GO:0042770,signal transduction in response to DNA damage,19_GO:0023052 signaling,-2.6,3.2,3.7,30242,172,500,9,1.8,0.59,5591|7157|10459|23411|25949|26058|51343|57646|84142,PRKDC|TP53|MAD2L2|SIRT1|SYF2|GIGYF2|FZR1|USP28|ABRAXAS1,-1.2,MyList
Reactome Gene Sets,6,R-HSA-5250941,Negative epigenetic regulation of rRNA expression,,-2.6,3.8,3.9,30242,110,500,7,1.4,0.53,3015|3065|3066|8467|23411|25942|79595,H2AZ1|HDAC1|HDAC2|SMARCA5|SIRT1|SIN3A|SAP130,-1.2,MyList
GO Biological Processes,19,GO:1905897,regulation of response to endoplasmic reticulum stress,19_GO:0050896 response to stimulus,-2.6,4.4,4,30242,82,500,6,1.2,0.49,7009|7376|10525|23411|51360|84447,TMBIM6|NR1H2|HYOU1|SIRT1|MBTPS2|SYVN1,-1.2,MyList
Canonical Pathways,11,M115,PID REG GR PATHWAY,,-2.6,4.4,4,30242,82,500,6,1.2,0.49,1385|3065|3066|6613|6688|7157,CREB1|HDAC1|HDAC2|SUMO2|SPI1|TP53,-1.2,MyList
GO Biological Processes,19,GO:0060968,regulation of gene silencing,19_GO:0048519 negative regulation of biological process,-2.6,4.4,4,30242,82,500,6,1.2,0.49,1656|1994|7157|9470|9611|23369,DDX6|ELAVL1|TP53|EIF4E2|NCOR1|PUM2,-1.2,MyList
GO Biological Processes,19,GO:0035065,regulation of histone acetylation,19_GO:0050789 regulation of biological process,-2.6,5.3,4.2,30242,57,500,5,1,0.44,6688|6879|23411|25942|55677,SPI1|TAF7|SIRT1|SIN3A|IWS1,-1.2,MyList
KEGG Pathway,24,hsa00520,Amino sugar and nucleotide sugar metabolism,,-2.6,5.3,4.2,30242,57,500,5,1,0.44,2673|5373|6590|29925|64841,GFPT1|PMM2|SLPI|GMPPB|GNPNAT1,-1.2,MyList
GO Biological Processes,19,GO:0009408,response to heat,19_GO:0050896 response to stimulus,-2.6,3.8,3.9,30242,111,500,7,1.4,0.53,488|3066|6647|8890|8891|8893|23411,ATP2A2|HDAC2|SOD1|EIF2B4|EIF2B3|EIF2B5|SIRT1,-1.2,MyList
GO Biological Processes,19,GO:0031397,negative regulation of protein ubiquitination,19_GO:0048519 negative regulation of biological process,-2.6,4.4,4,30242,83,500,6,1.2,0.49,2874|5478|6872|9320|10459|11146,GPS2|PPIA|TAF1|TRIP12|MAD2L2|GLMN,-1.1,MyList
GO Biological Processes,19,GO:0001892,embryonic placenta development,19_GO:0022414 reproductive process,-2.6,4.4,4,30242,83,500,6,1.2,0.49,1050|1051|3726|6670|10959|79733,CEBPA|CEBPB|JUNB|SP3|TMED2|E2F8,-1.1,MyList
CORUM,33,CORUM:642,CtBP complex,,-2.6,11,5.2,30242,17,500,3,0.6,0.35,3065|3066|55758,HDAC1|HDAC2|RCOR3,-1.1,MyList
GO Biological Processes,19,GO:0001829,trophectodermal cell differentiation,19_GO:0032502 developmental process,-2.6,11,5.2,30242,17,500,3,0.6,0.35,3726|6670|9646,JUNB|SP3|CTR9,-1.1,MyList
GO Biological Processes,19,GO:0050729,positive regulation of inflammatory response,19_GO:0048518 positive regulation of biological process,-2.6,3.4,3.7,30242,142,500,8,1.6,0.56,1050|1051|2113|3572|3603|7941|9173|388125,CEBPA|CEBPB|ETS1|IL6ST|IL16|PLA2G7|IL1RL1|C2CD4B,-1.1,MyList
Reactome Gene Sets,6,R-HSA-532668,N-glycan trimming in the ER and Calnexin/Calreticulin cycle,,-2.6,6.9,4.5,30242,35,500,4,0.8,0.4,811|6400|56886|84447,CALR|SEL1L|UGGT1|SYVN1,-1.1,MyList
GO Biological Processes,19,GO:0002573,myeloid leukocyte differentiation,19_GO:0002376 immune system process,-2.6,2.9,3.6,30242,209,500,10,2,0.63,1050|1051|1385|3635|3726|6670|6688|7189|10766|23411,CEBPA|CEBPB|CREB1|INPP5D|JUNB|SP3|SPI1|TRAF6|TOB2|SIRT1,-1.1,MyList
GO Biological Processes,19,GO:0019058,viral life cycle,19_GO:0016032 viral process,-2.6,2.5,3.4,30242,318,500,13,2.6,0.71,1656|3609|5093|5478|6590|7913|9213|9972|10450|55128|79643|81603|81607,DDX6|ILF3|PCBP1|PPIA|SLPI|DEK|XPR1|NUP153|PPIE|TRIM68|CHMP6|TRIM8|NECTIN4,-1.1,MyList
Reactome Gene Sets,6,R-HSA-2644602,Signaling by NOTCH1 PEST Domain Mutants in Cancer,,-2.6,5.2,4.2,30242,58,500,5,1,0.44,3065|3066|8454|9611|51564,HDAC1|HDAC2|CUL1|NCOR1|HDAC7,-1.1,MyList
Reactome Gene Sets,6,R-HSA-2894862,Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants,,-2.6,5.2,4.2,30242,58,500,5,1,0.44,3065|3066|8454|9611|51564,HDAC1|HDAC2|CUL1|NCOR1|HDAC7,-1.1,MyList
Reactome Gene Sets,6,R-HSA-2644606,Constitutive Signaling by NOTCH1 PEST Domain Mutants,,-2.6,5.2,4.2,30242,58,500,5,1,0.44,3065|3066|8454|9611|51564,HDAC1|HDAC2|CUL1|NCOR1|HDAC7,-1.1,MyList
Reactome Gene Sets,6,R-HSA-2894858,Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer,,-2.6,5.2,4.2,30242,58,500,5,1,0.44,3065|3066|8454|9611|51564,HDAC1|HDAC2|CUL1|NCOR1|HDAC7,-1.1,MyList
Reactome Gene Sets,6,R-HSA-2644603,Signaling by NOTCH1 in Cancer,,-2.6,5.2,4.2,30242,58,500,5,1,0.44,3065|3066|8454|9611|51564,HDAC1|HDAC2|CUL1|NCOR1|HDAC7,-1.1,MyList
GO Biological Processes,19,GO:0046649,lymphocyte activation,19_GO:0002376 immune system process,-2.6,1.9,3.2,30242,775,500,24,4.8,0.96,678|1051|1650|2874|3476|3572|3635|5591|6647|6670|6688|7157|7189|10459|10803|11146|11221|23308|29108|84447|96459|121260|126259|222487,ZFP36L2|CEBPB|DDOST|GPS2|IGBP1|IL6ST|INPP5D|PRKDC|SOD1|SP3|SPI1|TP53|TRAF6|MAD2L2|CCR9|GLMN|DUSP10|ICOSLG|PYCARD|SYVN1|FNIP1|SLC15A4|TMIGD2|ADGRG3,-1.1,MyList
Reactome Gene Sets,6,R-HSA-381340,Transcriptional regulation of white adipocyte differentiation,,-2.6,4.3,4,30242,84,500,6,1.2,0.49,1050|1051|1052|9611|9967|23054,CEBPA|CEBPB|CEBPD|NCOR1|THRAP3|NCOA6,-1.1,MyList
GO Biological Processes,19,GO:0106106,cold-induced thermogenesis,19_GO:0032501 multicellular organismal process,-2.6,3.4,3.7,30242,144,500,8,1.6,0.56,1051|1376|3397|4237|7090|7376|51548|63976,CEBPB|CPT2|ID1|MFAP2|TLE3|NR1H2|SIRT6|PRDM16,-1.1,MyList
GO Biological Processes,19,GO:0120161,regulation of cold-induced thermogenesis,19_GO:0032501 multicellular organismal process,-2.6,3.4,3.7,30242,144,500,8,1.6,0.56,1051|1376|3397|4237|7090|7376|51548|63976,CEBPB|CPT2|ID1|MFAP2|TLE3|NR1H2|SIRT6|PRDM16,-1.1,MyList
GO Biological Processes,19,GO:0006333,chromatin assembly or disassembly,19_GO:0009987 cellular process,-2.5,3.1,3.6,30242,177,500,9,1.8,0.59,6046|7157|7259|8467|9219|11011|23411|23523|54623,BRD2|TP53|TSPYL1|SMARCA5|MTA2|TLK2|SIRT1|CABIN1|PAF1,-1.1,MyList
Reactome Gene Sets,6,R-HSA-167287,HIV elongation arrest and recovery,,-2.5,6.7,4.5,30242,36,500,4,0.8,0.4,5431|5432|6749|6829,POLR2B|POLR2C|SSRP1|SUPT5H,-1.1,MyList
GO Biological Processes,19,GO:0002446,neutrophil mediated immunity,19_GO:0002376 immune system process,-2.5,6.7,4.5,30242,36,500,4,0.8,0.4,3684|3689|6688|55904,ITGAM|ITGB2|SPI1|KMT2E,-1.1,MyList
Reactome Gene Sets,6,R-HSA-167290,Pausing and recovery of HIV elongation,,-2.5,6.7,4.5,30242,36,500,4,0.8,0.4,5431|5432|6749|6829,POLR2B|POLR2C|SSRP1|SUPT5H,-1.1,MyList
GO Biological Processes,19,GO:0001890,placenta development,19_GO:0022414 reproductive process,-2.5,3.3,3.7,30242,145,500,8,1.6,0.56,1050|1051|3726|4221|6647|6670|10959|79733,CEBPA|CEBPB|JUNB|MEN1|SOD1|SP3|TMED2|E2F8,-1.1,MyList
GO Biological Processes,19,GO:0071318,cellular response to ATP,19_GO:0050896 response to stimulus,-2.5,10,5,30242,18,500,3,0.6,0.35,6647|6872|7184,SOD1|TAF1|HSP90B1,-1.1,MyList
Reactome Gene Sets,6,R-HSA-1912420,Pre-NOTCH Processing in Golgi,,-2.5,10,5,30242,18,500,3,0.6,0.35,488|6400|10959,ATP2A2|SEL1L|TMED2,-1.1,MyList
Reactome Gene Sets,6,R-HSA-5609975,Diseases associated with glycosylation precursor biosynthesis,,-2.5,10,5,30242,18,500,3,0.6,0.35,2673|5373|79947,GFPT1|PMM2|DHDDS,-1.1,MyList
GO Biological Processes,19,GO:0031000,response to caffeine,19_GO:0050896 response to stimulus,-2.5,10,5,30242,18,500,3,0.6,0.35,1723|3065|3066,DHODH|HDAC1|HDAC2,-1.1,MyList
GO Biological Processes,19,GO:0015693,magnesium ion transport,19_GO:0051179 localization,-2.5,10,5,30242,18,500,3,0.6,0.35,3759|54503|123606,KCNJ2|ZDHHC13|NIPA1,-1.1,MyList
GO Biological Processes,19,GO:0000077,DNA damage checkpoint signaling,19_GO:0048519 negative regulation of biological process,-2.5,3.7,3.7,30242,115,500,7,1.4,0.53,5591|7157|25949|26058|51343|57646|84142,PRKDC|TP53|SYF2|GIGYF2|FZR1|USP28|ABRAXAS1,-1.1,MyList
GO Biological Processes,19,GO:0042306,regulation of protein import into nucleus,19_GO:0051179 localization,-2.5,5,4.1,30242,60,500,5,1,0.44,5901|10204|23435|55696|55929,RAN|NUTF2|TARDBP|RBM22|DMAP1,-1.1,MyList
WikiPathways,27,WP3527,Pre-implantation embryo,,-2.5,5,4.1,30242,60,500,5,1,0.44,476|678|1994|7004|359787,ATP1A1|ZFP36L2|ELAVL1|TEAD4|DPPA3,-1.1,MyList
