"","dmso_cd11b","dmso_gfp","hu_cd11b","hu_gfp","aph_cd11b","aph_gfp","e2_cd11b","e2_gfp","ha_cd11b","ha_gfp","ha_mean_cd11b","ha_mean_gfp","dmso_viab","is_hit"
"Stk39",0.023113,0.071146,0.050045,0.16958,0.39003,-0.04747,-0.11939,-0.33867,0.21195,0.071246,0.2200375,0.061055,0.14796,"Not hit"
"Smarca1",0.013339,0.026107,-0.098584,-0.13943,-0.23674,-0.015699,-0.17694,-0.31757,-0.15748,-0.043591,-0.167662,-0.0775645,0.080156,"Not hit"
"Dnaaf3",-0.037867,-0.09154,0.10984,0.35493,-0.021773,0.079662,0.13879,0.18629,0.11243,0.16164,0.0440335,0.217296,0.057141,"Not hit"
"Efcab1",0.030363,-0.12258,-0.25897,-0.035215,0.056308,0.021746,0.19525,-0.19202,-0.093351,0.021308,-0.101331,-0.0067345,0.16849,"Not hit"
"Ubl7",0.10482,-0.030784,-0.07429,0.34151,-0.32181,0.40561,0.027242,0.30891,-0.14272,0.40518,-0.19805,0.37356,0.020806,"Not hit"
"Krt13",0.27036,-0.084207,0.12054,0.25669,0.056145,0.087192,0.1888,-0.11543,0.095102,0.25182,0.0883425,0.171941,0.058193,"Not hit"
"Id4",-0.10686,-0.31328,-0.2401,-0.067916,-0.028695,-0.31784,-0.16346,0.063982,-0.17349,-0.28911,-0.1343975,-0.192878,-0.18963,"Not hit"
"Kdm2b",0.086328,-0.1855,0.23271,-0.16421,0.23944,-0.14424,0.021345,0.0822,0.23958,-0.14465,0.236075,-0.154225,0.20238,"Not hit"
"Myom2",-0.052851,0.042016,0.32719,0.48455,0.21445,-0.10293,0.083366,0.34247,0.27586,0.10205,0.27082,0.19081,-0.063811,"Not hit"
"Il17d",0.27412,0.020407,-0.2258,-0.083244,-0.090127,0.065749,0.21579,0.22495,-0.15676,-0.036602,-0.1579635,-0.0087475,-0.16991,"Not hit"
"Il20",0.10865,0.026789,0.1484,0.26535,-0.10088,-0.020394,0.098469,0.022269,0.0077533,0.089362,0.02376,0.122478,-0.27576,"Not hit"
"Per1",-0.083826,0.17847,-0.074326,-0.18475,-0.0092184,0.067696,-0.186,-0.019327,-0.072845,-0.022332,-0.0417722,-0.058527,-0.035159,"Not hit"
"Vmn2r105",0.16241,0.11387,-0.024286,-0.089045,0.11833,-0.19184,0.33077,0.10309,0.10912,-0.14235,0.047022,-0.1404425,0.2029,"Not hit"
"Mill1",0.24998,-0.14583,0.17393,-0.070617,0.19206,0.09604,-0.041674,0.28016,0.1916,0.005354,0.182995,0.0127115,-0.098781,"Not hit"
"D7Ertd443e",0.26052,0.10987,0.2111,0.10806,-0.13358,0.29584,-0.12888,0.14536,0.10193,0.15613,0.03876,0.20195,0.11177,"Not hit"
"Pcgf2",-0.12516,-0.065566,-0.019075,0.49598,-0.32697,0.015599,0.41793,-0.73974,-0.21767,0.29306,-0.1730225,0.2557895,0.13824,"Not hit"
"Olfr312",-0.034202,-0.064647,-0.02669,0.053709,-0.04026,0.016028,0.24756,-0.0027324,-0.040644,0.015744,-0.033475,0.0348685,0.18372,"Not hit"
"Atp6ap1l",0.0034696,-0.0034971,0.076198,0.068642,0.069872,-0.10188,0.098437,-0.040059,0.068878,0.048624,0.073035,-0.016619,0.16104,"Not hit"
"4933402P03Rik",0.35135,-0.11759,-0.0057074,0.024981,0.3038,-0.11821,0.26818,0.00083725,0.14875,-0.042608,0.1490463,-0.0466145,0.33274,"Not hit"
"Fbp2",-0.034288,-0.011768,-0.053183,0.31356,0.054175,0.071684,0.06887,-0.0472,-0.044125,0.14904,0.000496,0.192622,0.18577,"Not hit"
"Guf1",0.18509,-0.03639,0.071989,-0.29315,0.35886,0.32096,0.42233,-0.3038,0.28941,-0.0098848,0.2154245,0.013905,0.1652,"Not hit"
"Noc3l",0.12472,-0.12631,-0.1982,-0.10694,0.50993,0.19373,0.59932,0.16639,0.20178,0.042654,0.155865,0.043395,-0.62521,"Not hit"
"Atf2",0.04196,-0.026951,0.10419,-0.08903,-0.45452,0.063749,-0.17436,-0.23434,0.025009,0.056291,-0.175165,-0.0126405,-0.042896,"Not hit"
"Ctxn1",0.12443,0.19361,0.16153,0.1361,-0.038881,-0.43244,0.16558,0.37227,0.060459,-0.30994,0.0613245,-0.14817,0.014677,"Not hit"
"Ahr",0.17072,-0.19152,0.15452,-0.51549,0.45963,-0.21855,-0.36684,-0.44757,0.41627,-0.33304,0.307075,-0.36702,0.086244,"Not hit"
"1600002K03Rik",-0.090001,-0.04534,0.051232,0.084684,-0.088577,0.19351,0.11631,0.31157,-0.0062511,0.1233,-0.0186725,0.139097,-0.0088185,"Not hit"
"Habp2",0.027134,-0.30332,-0.098627,-0.00022136,0.13941,-0.020516,-0.11354,-0.22972,0.05387,-0.0013463,0.0203915,-0.01036868,-0.10762,"Not hit"
"Mtcp1",0.044654,-0.024382,0.50374,0.25498,0.12564,0.027377,0.15146,-0.16058,0.30221,0.18759,0.31469,0.1411785,0.054599,"Not hit"
"Pomt2",-0.027588,0.22588,-0.2168,0.049653,0.29453,0.21792,0.032726,-0.10599,-0.038805,0.15572,0.038865,0.1337865,0.28558,"Not hit"
"Il24",0.0014017,-0.073987,0.071423,0.27385,-0.04455,0.079614,0.49354,-0.029305,0.024092,0.25268,0.0134365,0.176732,0.07774,"Not hit"
"Cyp4f14",-0.05262,-0.24182,0.1026,0.030461,0.27579,0.12198,0.17935,-0.072459,0.14664,0.05451,0.189195,0.0762205,0.14239,"Not hit"
"BC055111",0.035627,0.044748,0.080049,-0.055797,-0.0073632,0.04834,-0.16799,-0.22959,-0.0061362,0.01951,0.0363429,-0.0037285,0.15388,"Not hit"
"Rheb",0.26525,0.099406,0.23599,0.1678,-0.020333,0.2851,0.13592,-0.026247,0.20378,0.2558,0.1078285,0.22645,0.069168,"Not hit"
"Casp3",0.12519,0.0031249,0.13841,0.16369,0.16979,0.36362,-0.079976,0.13984,0.16935,0.18164,0.1541,0.263655,0.038836,"Not hit"
"Scfd2",-0.053857,-0.42348,-0.74659,-0.1111,0.03536,-0.046444,0.11239,-0.03088,-0.35475,-0.046848,-0.355615,-0.078772,0.099481,"Not hit"
"Olfr556",0.010519,-0.0083721,0.14654,0.015864,-0.031928,-0.22988,0.013308,0.0056361,0.020959,-0.20623,0.057306,-0.107008,0.10506,"Not hit"
"Pcdhb11",0.1289,-0.053788,-0.091107,0.10094,0.019035,-0.0021259,0.092688,0.064586,-0.025242,0.082309,-0.036036,0.04940705,-0.042048,"Not hit"
"Zcchc18",0.21695,-0.11341,0.099362,-0.087861,-0.22911,0.11885,0.17698,-0.099048,-0.03965,0.0068523,-0.064874,0.0154945,-0.095781,"Not hit"
"Acp6",-0.051205,0.19274,-0.10724,0.10326,0.26681,0.38012,0.0026703,0.1416,0.061,0.32361,0.079785,0.24169,0.12726,"Not hit"
"Mycbpap",0.15198,0.24099,0.37057,-0.12064,0.057285,0.33123,0.025078,0.035041,0.25573,0.017829,0.2139275,0.105295,0.11841,"Not hit"
"Tbc1d8b",0.10391,0.046563,-0.078374,0.095938,0.16396,0.032104,0.15202,-0.0053593,0.13819,0.093874,0.042793,0.064021,0.29882,"Not hit"
"4930444P10Rik",0.15349,-0.13357,0.10022,-0.087733,-0.18416,0.099238,0.022791,0.092106,-0.072892,0.0064219,-0.04197,0.0057525,0.05069,"Not hit"
"Cebpe",-0.035323,0.11021,0.55017,-0.89285,0.39926,-0.42832,-2.7262,-1.7537,0.4003,-0.59539,0.474715,-0.660585,-0.05053,"Not hit"
"Ctcf",0.10517,0.21354,-0.21187,0.055814,-0.76539,0.10722,-1.3929,-0.66101,-0.75775,0.061569,-0.48863,0.081517,0.060157,"Not hit"
"Osgin1",-0.082725,-0.074447,-0.085512,-0.047339,0.025994,-0.13602,-0.069587,0.10496,-0.045204,-0.11087,-0.029759,-0.0916795,-0.14611,"Not hit"
"Ly9",-0.082273,-0.021275,-0.21033,0.15439,-0.05189,-0.07374,-0.047545,0.12268,-0.12495,0.035003,-0.13111,0.040325,0.041896,"Not hit"
"Tpgs1",0.14104,-0.049225,0.030623,-0.060504,0.18319,-0.027845,0.20206,0.2456,0.12641,-0.028217,0.1069065,-0.0441745,0.056347,"Not hit"
"Prpsap1",0.0041302,-0.14444,-0.071192,0.31941,0.42537,-0.29838,0.06191,-0.21698,0.17117,-0.13915,0.177089,0.010515,-0.16066,"Not hit"
"Sos2",0.03379,0.0061952,0.04281,-0.10505,-0.57597,-0.14497,-0.053992,0.27615,-0.085279,-0.121,-0.26658,-0.12501,-0.29759,"Not hit"
"Fbxw9",0.14765,0.12804,0.091777,-0.05477,0.15048,0.13828,-0.017921,-0.31222,0.093282,0.10742,0.1211285,0.041755,0.064912,"Not hit"
"Slc6a12",0.029394,0.017103,-0.025525,-0.44957,-0.14419,0.04001,-0.19333,-0.1074,-0.12565,-0.10321,-0.0848575,-0.20478,-0.11283,"Not hit"
"Zfp474",0.086946,-0.32358,0.015076,0.055457,0.038573,0.15104,0.14343,-0.049631,0.017652,0.063279,0.0268245,0.1032485,-0.037386,"Not hit"
"Ces2b",0.18027,0.026999,-0.21094,0.21443,0.17484,0.11412,-0.050641,-0.11688,-0.027831,0.14561,-0.01805,0.164275,-0.16177,"Not hit"
"6720489N17Rik",-0.027505,-0.15972,-0.12527,-0.14418,0.086255,-0.24027,0.047241,0.083105,-0.069021,-0.17247,-0.0195075,-0.192225,-0.22629,"Not hit"
"Rgp1",0.0050899,-0.88037,0.65564,-0.46903,-0.40584,-0.90814,-1.1576,-1.191,0.058214,-0.82648,0.1249,-0.688585,-1.2315,"Not hit"
"Dsel",0.32915,0.074282,-0.08937,0.092123,0.0589,-0.0015149,-0.23424,0.074773,-0.057236,0.045561,-0.015235,0.04530405,0.082057,"Not hit"
"Fam76a",-0.087378,-0.08359,0.17317,-0.063389,0.30026,0.19498,0.24859,0.35244,0.18966,0.040821,0.236715,0.0657955,0.24972,"Not hit"
"Xab2",-0.05491,0.21382,0.06853,-0.01878,-0.14958,-0.014517,0.0059289,0.092952,-0.089426,-0.019435,-0.040525,-0.0166485,-0.03579,"Not hit"
"Clip3",0.23157,0.0046369,0.19344,-0.05654,0.14102,0.47681,0.29268,0.34918,0.16317,0.09726,0.16723,0.210135,0.12599,"Not hit"
"Anapc10",-0.039549,-0.23267,0.0023933,0.051175,0.12552,-0.0079713,0.36863,0.364,0.043992,0.01069,0.06395665,0.02160185,-0.20168,"Not hit"
"Olfr926",0.034255,0.043597,-0.012488,0.093472,-0.33486,-0.18469,0.3411,0.059521,-0.2116,-0.091357,-0.173674,-0.045609,-0.080651,"Not hit"
"Cyb5r1",0.30563,0.11904,-0.17162,-0.057891,0.16513,-0.099946,0.13248,-0.022378,0.058121,-0.072874,-0.003245,-0.0789185,0.16697,"Not hit"
"N4bp1",0.049232,-0.13423,-0.11425,0.37661,-0.19758,-0.095016,0.31696,0.11908,-0.15768,0.25017,-0.155915,0.140797,0.068679,"Not hit"
"Stmn2",0.22408,0.21971,0.012265,0.11642,0.32488,0.41565,0.29585,0.089109,0.12258,0.25786,0.1685725,0.266035,0.13001,"Not hit"
"Chst11",0.16579,-0.21809,0.12007,0.064356,0.22447,0.22723,0.11007,0.2026,0.14856,0.087813,0.17227,0.145793,0.011592,"Not hit"
"Arhgef19",0.24968,0.042001,-0.10151,-0.014839,-0.26368,0.16249,-0.064786,-0.013331,-0.12155,0.046568,-0.182595,0.0738255,0.034485,"Not hit"
"Olfr619",-0.044551,-0.23584,0.12624,-0.026371,0.099826,-0.47794,0.037942,0.24116,0.12504,-0.16431,0.113033,-0.2521555,-0.0068995,"Not hit"
"Sult3a1",0.12015,0.19097,-0.0131,0.19057,-0.1132,-0.083341,0.27739,-0.31644,-0.053545,0.052479,-0.06315,0.0536145,0.034967,"Not hit"
"Pds5b",0.23891,-0.027363,0.070926,0.90114,-0.27265,0.16949,0.59658,0.39883,0.03802,0.63151,-0.100862,0.535315,0.11147,"Not hit"
"Tnip1",-0.043787,-0.033853,0.11163,0.0066222,0.039377,-0.096408,0.016005,0.024755,0.074658,-0.041543,0.0755035,-0.0448929,0.016452,"Not hit"
"Ly6d",0.19069,-0.013078,0.19007,0.062313,0.10018,-0.052221,0.18514,0.2095,0.099762,0.0041522,0.145125,0.005046,-0.018798,"Not hit"
"Cbx7",0.22765,-0.007044,-0.35719,-0.045537,-0.29909,0.14875,-0.17321,-0.099806,-0.32732,-0.018063,-0.32814,0.0516065,-0.1846,"Not hit"
"Il17rc",0.1593,0.23117,0.13062,0.32068,0.23969,0.15588,0.16506,0.30874,0.14779,0.18218,0.185155,0.23828,-0.15951,"Not hit"
"Myl6",0.14538,0.016727,0.53128,-0.13555,0.35863,0.21946,0.36733,0.36826,0.45347,0.026059,0.444955,0.041955,-0.12557,"Not hit"
"Exoc5",-0.078367,-0.12793,0.21416,-0.017137,-0.2744,-0.32551,-1.0746,0.048041,-0.1832,-0.15794,-0.03012,-0.1713235,-0.39302,"Not hit"
"Brip1",0.099086,-0.21954,0.14299,0.006763,1.119,1.1411,-0.12876,-0.1571,0.3818,0.49392,0.630995,0.5739315,0.012744,"Not hit"
"Glrb",-0.10941,0.31958,0.019749,0.39053,-0.092258,-0.1159,0.25977,0.21335,-0.0056598,0.21719,-0.0362545,0.137315,-0.22804,"Not hit"
"Ffar4",0.12129,0.020508,0.45787,0.18274,0.20454,-0.32004,0.035587,-0.15286,0.2776,-0.081991,0.331205,-0.06865,-0.085746,"Not hit"
"Zfp358",0.24604,0.057902,0.14077,0.18031,0.22988,-0.12608,0.18275,0.29761,0.17498,0.11055,0.185325,0.027115,0.048017,"CD11b hit only"
"Tmem98",-0.047598,-0.22504,0.081043,0.10637,0.0092326,-0.093905,0.13353,0.013834,0.081487,0.06202,0.0451378,0.0062325,-0.095216,"Not hit"
"Olfr846",0.042144,-0.10655,0.082662,-0.044262,-0.0014022,-0.016735,-0.015494,-0.20474,0.075373,-0.044322,0.0406299,-0.0304985,-0.0071327,"Not hit"
"Pola2",0.033461,0.20362,-0.065761,-0.37372,0.026322,0.097785,0.13177,0.4808,-0.053736,-0.054939,-0.0197195,-0.1379675,-0.10278,"Not hit"
"Eif4ebp1",-0.029111,-0.01765,-0.45776,-0.34449,-0.26856,0.045294,-0.12984,0.12682,-0.38047,-0.044179,-0.36316,-0.149598,-0.15538,"Not hit"
"Tmem178",0.034266,-0.048824,-0.11861,0.012594,-0.068122,-0.087916,-0.10024,-0.11675,-0.076732,-0.054786,-0.093366,-0.037661,0.074579,"Not hit"
"Btn1a1",0.20675,0.063298,0.082082,-0.026651,0.18762,-0.3289,-0.31634,0.27249,0.11576,-0.19721,0.134851,-0.1777755,0.0013141,"Not hit"
"Mxd1",-0.049621,0.21456,-0.31772,0.095675,-0.48335,-0.076089,-0.050414,-0.1654,-0.34039,0.020253,-0.400535,0.009793,-0.27396,"Not hit"
"Zfp266",0.073772,0.06891,-0.36029,-0.030158,-0.41411,0.23718,-0.44313,-0.35851,-0.38326,0.13402,-0.3872,0.103511,-0.026162,"Not hit"
"Fam189b",-0.042568,-0.03985,-0.14832,0.0030064,0.20872,0.040311,0.049446,-0.13747,0.101,0.028808,0.0302,0.0216587,0.082745,"Not hit"
"Rab11fip4",0.015591,-0.091618,0.21112,0.11482,0.26322,0.16773,0.22973,0.12618,0.2269,0.12258,0.23717,0.141275,0.18548,"Not hit"
"Tceb3",-0.0073072,0.17993,0.34885,0.59952,0.26088,0.023617,0.41852,0.34357,0.35044,0.24482,0.304865,0.3115685,-0.23175,"Not hit"
"Tpm3-rs7",-0.070258,0.057741,0.020124,-0.077091,0.31375,0.22483,0.21994,0.42853,0.084098,0.11706,0.166937,0.0738695,0.22382,"Not hit"
"Dagla",-0.025982,0.073907,-0.053764,0.10113,-0.57742,0.39399,-0.057084,-0.25931,-0.42719,0.26853,-0.315592,0.24756,-0.18102,"Not hit"
"BC061194",0.29434,0.27197,0.085877,0.0084131,0.18109,0.035609,0.010453,-0.12229,0.18061,0.035164,0.1334835,0.02201105,-0.70616,"Not hit"
"Zfp385a",0.021396,-0.10677,-0.14277,0.283,-0.099555,-0.19519,0.14845,0.32979,-0.11786,0.016045,-0.1211625,0.043905,0.044593,"Not hit"
"Sc4mol",0.0041472,0.46799,-0.62855,-0.10934,-1.7526,0.40269,-0.76735,-0.97298,-1.0216,0.3721,-1.190575,0.146675,-0.74035,"Not hit"
"Ugt2b35",-0.078782,0.0067285,-0.053894,-0.14164,0.17317,-0.010068,-0.2235,-0.040053,0.12561,-0.071582,0.059638,-0.075854,0.13069,"Not hit"
"Plat",-0.0056765,-0.035709,-0.092629,0.018071,0.026585,0.19774,-0.1306,-0.14901,-0.019245,0.13347,-0.033022,0.1079055,0.096687,"Not hit"
"Zbtb8a",0.080838,-0.24411,-0.075053,-0.23545,-0.080137,-0.29716,-0.081982,0.050625,-0.080511,-0.29756,-0.077595,-0.266305,0.09397,"Not hit"
"Gpam",0.13098,0.057285,0.19966,0.05383,0.081307,-0.065782,-0.031637,0.060563,0.12908,-0.045916,0.1404835,-0.005976,0.25205,"Not hit"
"Sox8",-0.010573,-0.1818,0.038922,0.026993,0.1244,-0.13351,-0.071556,0.11974,0.10961,-0.019289,0.081661,-0.0532585,0.057493,"Not hit"
"Nynrin",-0.040092,0.15019,0.2715,-0.2016,0.019479,-0.22342,-0.075306,-0.11851,0.10687,-0.22383,0.1454895,-0.21251,0.12522,"Not hit"
"Slc5a10",0.01962,0.11593,-0.072538,-0.31931,0.16942,-0.0031997,-0.2665,0.029527,0.12556,-0.067954,0.048441,-0.16125485,0.22593,"Not hit"
"Pdxp",0.33955,0.11124,0.0088001,0.12132,-0.044207,-0.30976,0.045994,0.13098,-0.0023243,0.10136,-0.01770345,-0.09422,-0.041115,"Not hit"
"Pcdh1",0.23907,0.10133,0.22444,0.10464,0.026594,0.11535,-0.099809,0.13589,0.14969,0.11506,0.125517,0.109995,0.019416,"Not hit"
"Chic2",0.15609,0.2885,0.70834,0.29184,0.46945,0.13398,0.88442,0.59659,0.51239,0.23107,0.588895,0.21291,0.034361,"Not hit"
"2210016L21Rik",0.30788,0.056737,0.33825,0.25572,0.28905,0.062409,0.14194,0.4343,0.32544,0.069911,0.31365,0.1590645,0.08497,"Not hit"
"Cytip",0.22737,0.03745,0.17903,0.0058175,0.024853,-0.01101,0.0042077,-0.24953,0.053896,0.0046902,0.1019415,-0.00259625,-0.048007,"Not hit"
"Adarb2",0.35484,-0.21336,0.12487,0.11856,0.098566,0.28539,0.33461,0.49385,0.12511,0.15716,0.111718,0.201975,0.13275,"Not hit"
"Ss18l1",0.14947,0.013489,0.12251,0.20139,0.41971,0.13578,0.013284,-0.17542,0.2974,0.18039,0.27111,0.168585,0.16257,"Not hit"
"Olfr628",0.07371,-0.0082026,-0.021416,-0.010421,-0.10157,-0.038727,-0.14211,0.12745,-0.069692,-0.011551,-0.061493,-0.024574,0.14083,"Not hit"
"Cypt15",0.073262,-0.018049,-0.18493,-0.11635,-0.10404,-0.13243,0.077342,-0.097986,-0.15927,-0.11702,-0.144485,-0.12439,0.030625,"Not hit"
"Srd5a2",0.072827,0.0077625,-0.15723,0.12372,-0.10365,-0.1683,0.46576,0.11852,-0.12455,0.068441,-0.13044,-0.02229,0.20435,"Not hit"
"Ap3d1",-0.092224,-0.12889,0.064063,-0.29163,0.26717,-0.49501,0.10005,-0.26096,0.22391,-0.39151,0.1656165,-0.39332,0.14694,"Not hit"
"Zfhx4",-0.085353,0.042549,0.080172,0.075947,0.017685,-0.055596,-0.0025977,0.21031,0.017856,0.04759,0.0489285,0.0101755,0.12673,"Not hit"
"Nupr1l",0.058145,0.0025402,0.15987,0.014928,-0.013192,-0.13225,0.12226,0.19682,0.067923,-0.036632,0.073339,-0.058661,-0.074904,"Not hit"
"Vmn2r68",0.14152,-0.0082438,0.012534,-0.060009,-0.10554,-0.20568,0.14351,-0.046981,-0.01968,-0.15627,-0.046503,-0.1328445,0.10281,"Not hit"
"Pepd",0.11959,-0.090189,1.0377,0.35424,0.35656,0.00026237,0.020502,0.083684,0.58727,0.011087,0.69713,0.177251185,0.029727,"Not hit"
"Mmp2",-0.023705,0.11486,0.14066,-0.0070259,-0.11123,0.020688,0.038638,0.078765,0.022713,0.018014,0.014715,0.00683105,-0.0078091,"Not hit"
"4933427G17Rik",0.24613,-0.037637,-0.19263,0.10988,-0.077683,-0.026473,-0.076486,0.091544,-0.1227,0.074652,-0.1351565,0.0417035,0.06379,"Not hit"
"Defb45",0.083125,0.10196,0.33,-0.10564,-0.016533,-0.32375,-0.17393,-0.011493,0.13863,-0.18256,0.1567335,-0.214695,0.21408,"Not hit"
"Tcf19",0.039073,0.094354,0.055859,0.13698,0.18328,-0.050139,-0.086154,-0.037202,0.10189,0.032344,0.1195695,0.0434205,0.12868,"Not hit"
"Lca5",0.18565,0.10733,-0.034459,0.037513,0.12735,-0.010333,0.3571,0.21838,0.083863,-0.0033567,0.0464455,0.01359,-0.092519,"Not hit"
"Mc4r",0.064517,0.074644,-0.21079,0.1251,0.29577,-0.052606,0.13107,0.17534,-0.055027,0.04127,0.04249,0.036247,-0.11016,"Not hit"
"Herc6",0.17462,0.14087,0.008726,-0.31146,0.018586,-0.10481,-0.13433,-0.38841,0.015479,-0.17701,0.013656,-0.208135,-0.24251,"Not hit"
"Rxrb",-0.092411,0.41314,0.072172,0.28305,0.07259,0.24006,0.32547,0.1775,0.072609,0.23956,0.072381,0.261555,-0.40575,"Not hit"
"Slc35e4",-0.042737,-0.3867,0.074938,-0.17299,0.06705,0.11551,-0.24082,0.03967,0.067209,-0.039281,0.070994,-0.02874,0.1299,"Not hit"
"Olfr1193",0.14763,-0.056385,-0.00085066,0.00091474,0.19098,-0.30292,0.25259,0.20454,0.091413,-0.036336,0.09506467,-0.15100263,0.14093,"Not hit"
"P2rx1",0.02685,0.054856,0.039659,0.10635,0.0067824,-0.03833,-0.0099847,-0.056757,0.019097,0.016489,0.0232207,0.03401,0.11245,"Not hit"
"Tgfb1",0.0049041,0.16118,0.11837,0.14423,0.14368,0.5528,0.52739,0.43612,0.12071,0.46942,0.131025,0.348515,-0.10312,"Not hit"
"Iqce",0.27618,0.076171,0.068111,0.069107,0.33889,0.21628,-0.7046,-0.22854,0.088148,0.087339,0.2035005,0.1426935,-0.13407,"Not hit"
"Slc44a4",-0.072545,0.10123,-0.22957,0.021695,0.097567,0.067792,0.047716,-0.026289,-0.17257,0.067187,-0.0660015,0.0447435,0.21107,"Not hit"
"Loh12cr1",-0.045565,-0.38213,0.45578,-0.20285,0.33252,-0.14564,0.061183,-0.40142,0.50632,-0.15648,0.39415,-0.174245,-0.2673,"Not hit"
"Cd163",0.069562,-0.02498,-0.072813,0.24375,-0.067624,0.015962,0.046461,0.0084559,-0.067993,0.080451,-0.0702185,0.129856,-0.0056839,"Not hit"
"Gm5916",0.051405,-0.21611,-0.11455,-0.017898,-0.12115,-0.17554,0.094647,-0.062014,-0.12152,-0.074896,-0.11785,-0.096719,-0.27931,"Not hit"
"Pola1",0.75089,0.47523,-0.26582,-0.17442,0.28217,0.79629,-0.46474,-0.066099,0.054154,0.38616,0.00817499999999999,0.310935,-0.098361,"Not hit"
"Tmed11",0.35354,-0.18182,-0.0041287,-0.065775,0.086368,0.089682,-0.12284,-0.014011,0.07767,0.012984,0.04111965,0.0119535,0.066318,"Not hit"
"Nrf1",-0.14087,-0.13272,0.084249,-0.46097,-0.21827,-0.39202,0.27329,0.27865,-0.062879,-0.46139,-0.0670105,-0.426495,-0.70024,"Not hit"
"Olfr513",0.20507,0.13481,0.07837,-0.03105,0.015017,0.2898,0.16434,0.062981,0.071429,0.082213,0.0466935,0.129375,-0.23124,"Not hit"
"H2-M10.5",-0.044553,0.02534,0.11128,0.11081,0.33994,-0.23811,-0.0036922,0.25896,0.19571,-0.12559,0.22561,-0.06365,0.015622,"Not hit"
"Gpr149",0.10767,0.02794,-0.29401,0.14456,0.14288,-0.050744,-0.019985,0.24511,-0.00453,0.080675,-0.075565,0.046908,-0.0036915,"Not hit"
"Fhl3",0.051511,-0.32934,0.11687,-0.26114,-0.31096,-0.21735,-0.29111,-0.29901,-0.099131,-0.21776,-0.097045,-0.239245,-0.062389,"Not hit"
"Strn4",-0.0265,0.097465,-0.19174,-0.027267,-0.16092,-0.011761,-0.11855,-0.15607,-0.16901,-0.027924,-0.17633,-0.019514,0.018784,"Not hit"
"Col2a1",-0.011593,-0.14691,-0.14868,0.1391,0.1023,0.12121,-0.037088,0.099663,-0.1045,0.12075,-0.02319,0.130155,0.11101,"Not hit"
"Lipo1",-0.061374,0.12493,-0.10331,-0.2674,-0.059345,-0.016338,-0.10354,-0.090542,-0.080926,-0.14013,-0.0813275,-0.141869,-0.12431,"Not hit"
"St8sia5",0.33405,-0.037721,0.028358,0.27102,-0.079542,0.065128,-0.040101,0.26955,-0.045627,0.20697,-0.025592,0.168074,-0.21729,"Not hit"
"Tm4sf4",-0.11794,-0.33435,-0.18528,-0.0026004,-0.18156,-0.38592,-0.094224,-0.29748,-0.18135,-0.15747,-0.18342,-0.1942602,-0.2072,"Not hit"
"Tlr11",0.11183,-0.15161,0.10676,-0.038371,-0.20819,0.16088,-0.090544,0.10266,-0.066366,0.12155,-0.050715,0.0612545,0.25331,"Not hit"
"Ino80",0.061638,-0.056105,-0.25882,-0.229,-0.22918,-0.2969,-0.038409,0.20846,-0.24852,-0.26573,-0.244,-0.26295,-0.033325,"Not hit"
"Ilk",-0.13525,-0.03297,0.064788,0.25113,-0.20743,0.076428,-0.074347,0.065472,-0.077762,0.16423,-0.071321,0.163779,0.042322,"Not hit"
"Gsg1l",0.36375,0.034588,-0.11217,0.032304,0.0024697,0.3058,0.27111,-0.025197,-0.037717,0.23383,-0.05485015,0.169052,-0.061256,"Not hit"
"4933411G11Rik",-0.010587,0.064494,-0.026141,0.066614,-0.35498,-0.16929,0.030768,0.068322,-0.23217,-0.11799,-0.1905605,-0.051338,-0.078731,"Not hit"
"Nadk2",0.12246,0.049032,-0.015406,0.11446,-0.056942,-0.10191,0.041861,0.11593,-0.013924,-0.015619,-0.036174,0.006275,0.25209,"Not hit"
"Chchd3",-0.042192,-0.166,-0.72717,-0.47983,-0.34923,-0.31897,-0.59669,-0.43509,-0.59632,-0.47603,-0.5382,-0.3994,-0.022242,"Not hit"
"Cbll1",0.39144,0.071716,0.73026,0.68296,-0.036419,0.29485,0.56123,0.74916,0.26868,0.56191,0.3469205,0.488905,-0.3485,"Not hit"
"Hadhb",-0.13834,-0.25182,-0.20079,-0.11121,0.10983,0.040525,0.075379,-0.14994,-0.016308,-0.023914,-0.04548,-0.0353425,-0.0042754,"Not hit"
"Tmem176a",0.12198,0.48042,0.22685,-0.017378,-0.099587,0.22366,-0.27567,-0.00098244,0.13435,0.10075,0.0636315,0.103141,0.17434,"Not hit"
"5031439G07Rik",0.043648,-0.067578,-0.064674,-0.20619,0.040575,-0.0097817,-0.083887,-0.12876,-0.055561,-0.072779,-0.0120495,-0.10798585,-0.050391,"Not hit"
"Gm4884",0.037029,0.018013,0.22568,0.22608,-0.14041,0.069977,-0.032347,-0.17166,0.0093471,0.081325,0.042635,0.1480285,0.13237,"Not hit"
"Neurod6",-0.013027,-0.18394,-0.08268,0.058702,0.2964,-0.031632,0.00019074,-0.11255,0.033776,-0.020452,0.10686,0.013535,0.12532,"Not hit"
"Mrfap1",0.17171,0.040602,0.71567,0.31654,0.29349,0.40482,0.58148,0.46644,0.52819,0.34848,0.50458,0.36068,0.24279,"Not hit"
"Wbp2",-0.059773,-0.076415,-0.089915,0.078763,-0.33822,-0.047871,-0.020675,-0.24113,-0.16559,0.0055504,-0.2140675,0.015446,-0.05685,"Not hit"
